Symbol,Stock,%▼,"Ownership
count",Hold Price*,Max %,"Current
Price","52 Week
Low","% Above
52 Week
Low","52 Week
High"
ASH,Ashland Global Holdings Inc.,0.256,2,$65.89,17.47,$72.96,$45.29,61.10,$78.25
GM,General Motors,0.255,7,$77.08,11.46,$85.82,$53.98,58.98,$91.85
LEN,Lennar Corp.,0.255,4,$90.49,11.82,$86.18,$79.83,7.95,$141.39
BKNG,Booking Holdings Inc.,0.253,6,$178.24,8.46,$210.69,$149.76,40.69,$229.86
RPRX,Royalty Pharma plc,0.250,3,$56.07,8.82,$60.89,$33.43,82.14,$61.80
VRT,Vertiv Holdings Co.,0.250,3,$334.82,20.37,$260.10,$118.57,119.36,$379.86
NFLX,Netflix Inc.,0.248,11,$71.40,5.41,$80.61,$65.08,23.86,$126.71
CNI,Canadian Natl Railway Co.,0.247,6,$119.24,17.95,$128.78,$89.10,44.53,$131.55
DHR,Danaher Corp.,0.245,12,$190.48,7.64,$218.59,$160.60,36.11,$241.78
BAC,Bank of America Corp.,0.244,15,$56.98,9.20,$62.56,$45.88,36.36,$65.23
BDX,Becton Dickinson,0.239,7,$151.33,9.93,$188.81,$125.19,50.82,$189.62
QSR,Restaurant Brands International,0.238,3,$72.51,9.62,$79.39,$59.14,34.24,$81.22
GRBK,Green Brick Partners,0.237,2,$80.04,19.39,$71.25,$60.44,17.89,$83.18
CRM,Salesforce.com,0.235,10,$156.66,8.33,$207.21,$146.32,41.61,$267.75
AZN,AstraZeneca PLC,0.233,3,$187.18,19.03,$165.34,$90.90,81.89,$209.12
KKR,KKR & Co. L.P.,0.231,7,$91.78,8.95,$108.30,$82.35,31.51,$151.00
WFC,Wells Fargo,0.225,14,$82.64,3.11,$84.51,$72.36,16.79,$96.18
YETI,YETI Holdings Inc.,0.224,2,$49.56,18.33,$43.31,$31.66,36.80,$53.99
SGOV,Ishares 0 3 Month Treasury B,0.220,4,$100.67,10.59,$100.60,$96.89,3.83,$100.60
CACC,Credit Acceptance Corp.,0.220,2,$636.74,18.01,$591.69,$401.90,47.22,$668.86
RACE,Ferrari NV,0.216,4,$370.77,7.71,$426.23,$308.95,37.96,$498.75
PM,Philip Morris Intl.,0.212,10,$180.91,9.18,$193.13,$138.43,39.51,$207.76
SOLV,Solventum Corp,0.210,4,$77.15,15.02,$88.47,$62.38,41.82,$90.00
WBD,Warner Bros. Discovery Inc.,0.209,5,$26.66,11.68,$28.28,$11.25,151.38,$30.00
LAD,Lithia Motors Inc.,0.207,6,$290.49,13.20,$371.95,$238.86,55.72,$438.67
TXN,Texas Instruments,0.206,14,$298.07,3.93,$265.74,$150.20,76.92,$332.33
OMF,OneMain Holdings,0.200,4,$60.97,10.08,$62.69,$44.20,41.83,$68.16
EGO,Eldorado Gold Corp.,0.197,1,,16.18,$42.14,$22.06,91.02,$50.96
CPNG,Coupang Inc.,0.196,8,$17.37,6.89,$16.20,$14.92,8.58,$34.08
TKO,TKO Group Holdings Inc.,0.196,1,,16.07,$196.37,$173.96,12.88,$225.15
IFF,International Flavors & Fragrances Inc.,0.194,5,$79.22,5.43,$83.06,$58.13,42.89,$89.32
OXY,Occidental Petroleum,0.192,4,$48.57,7.02,$61.43,$38.44,59.81,$67.14
AON,Aon Plc,0.191,10,$331.69,4.91,$352.30,$303.10,16.23,$381.47
FWONK,Liberty Media Corp Formula One Series C,0.191,3,$95.14,7.73,$104.28,$80.15,30.11,$109.36
GXO,Gxo Logistics Inc.,0.189,1,,15.46,$45.39,$45.37,0.04,$66.85
EPD,Enterprise Products Partners LP,0.188,6,$36.76,13.46,$38.32,$28.18,35.98,$39.58
APTV,Aptiv PLC,0.187,2,$61.38,14.51,$47.33,$46.16,2.53,$78.49
AER,AerCap Holdings N.V.,0.185,3,$145.78,7.16,$147.74,$113.15,30.57,$158.38
ALC,Alcon Inc.,0.185,2,$67.33,15.19,$73.39,$61.84,18.68,$87.22
PEP,PepsiCo Inc.,0.184,12,$135.40,5.27,$142.60,$133.40,6.90,$168.19
MU,Micron Technology Inc.,0.184,5,$1154.29,15.06,$951.32,$113.28,739.80,$1254.81
CMCSA,Comcast Corp.,0.183,14,$24.55,3.15,$26.39,$21.28,24.01,$32.04
LLY,Eli Lilly & Co.,0.183,7,$1199.42,6.89,$1255.54,$680.86,84.41,$1292.65
KO,Coca Cola Co.,0.182,9,$81.27,10.86,$91.20,$64.04,42.41,$91.77
BLK,BlackRock Inc.,0.181,6,$961.57,9.93,$1151.37,$912.25,26.21,$1200.54
DASH,DoorDash Inc.,0.181,4,$184.53,7.46,$223.37,$143.30,55.88,$285.50
PVH,PVH Corp.,0.179,4,$74.26,9.92,$76.18,$59.58,27.86,$100.75
HGV,Hilton Grand Vacations Inc.,0.177,2,$52.37,14.48,$44.84,$36.79,21.88,$55.40
SIRI,SiriusXM Holdings Inc,0.175,5,$29.54,5.59,$28.49,$19.15,48.77,$32.37
ICE,Intercontinental Exchange Inc.,0.174,6,$123.11,4.90,$160.13,$121.79,31.48,$179.43
BAYRY,Bayer Ag Sponsored ADR,0.172,1,,14.12,$14.12,$7.46,89.28,$15.23
ACN,Accenture,0.170,12,$124.44,4.86,$184.85,$116.75,58.33,$285.21
BAX,Baxter International Inc.,0.170,7,$21.32,4.09,$26.29,$15.72,67.24,$30.00
CCL,Carnival Corp.,0.170,2,$28.57,12.78,$25.53,$23.21,10.00,$33.49
TOL,Toll Brothers,0.169,4,$164.75,10.71,$145.16,$122.93,18.08,$167.75
TRMD,Torm Plc,0.169,2,$25.79,13.87,$31.23,$17.91,74.37,$34.50
DG,Dollar General,0.168,5,$115.11,8.66,$121.38,$93.78,29.43,$156.68
OKTA,Okta Inc.,0.168,1,,13.80,$134.03,$62.66,113.90,$157.00
TSLA,Tesla Inc.,0.167,6,$420.60,7.44,$342.60,$297.38,15.21,$498.83
IONS,Ionis Pharmaceuticals Inc.,0.167,1,,13.70,$58.99,$41.71,41.43,$86.74
ROP,Roper Technologies Inc.,0.165,4,$338.39,7.80,$410.97,$305.19,34.66,$540.19
ORCL,Oracle Corp.,0.164,14,$146.55,4.51,$141.79,$114.50,23.83,$341.82
APH,Amphenol Corp.,0.164,7,$176.32,8.29,$154.44,$104.00,48.50,$178.52
SPOT,Spotify Technology S.A.,0.163,7,$459.13,4.96,$534.45,$405.00,31.96,$745.00
KEX,Kirby Corp.,0.161,1,,13.22,$139.55,$79.52,75.49,$157.69
PG,Procter & Gamble,0.160,9,$146.64,4.38,$142.98,$134.62,6.21,$164.77
GIL,Gildan Activewear Inc.,0.160,1,,13.10,$55.12,$46.55,18.41,$73.05
AJG,Arthur J. Gallagher & Co.,0.159,6,$229.57,6.43,$260.28,$190.12,36.90,$310.73
XRAY,DENTSPLY SIRONA Inc.,0.159,3,$10.61,12.18,$10.79,$9.41,14.67,$14.76
PFE,Pfizer Inc.,0.158,10,$24.08,3.07,$28.05,$22.03,27.33,$28.44
VMC,Vulcan Materials,0.157,6,$295.01,5.62,$272.07,$251.38,8.23,$329.20
USB,U.S. Bancorp,0.157,6,$60.41,5.56,$62.59,$43.76,43.03,$66.08
ADP,Automatic Data Processing Inc.,0.157,6,$223.95,4.93,$279.31,$186.74,49.57,$301.70
MDLN,Medline Inc Cl A,0.157,4,$39.44,6.28,$32.95,$32.82,0.40,$50.88
INTU,Intuit Inc.,0.156,8,$261.00,6.62,$364.25,$251.72,44.70,$697.27
NEM,Newmont Corp.,0.156,4,$93.40,6.25,$128.02,$66.98,91.13,$134.29
SHW,Sherwin-Williams,0.155,7,$344.32,4.50,$345.65,$289.86,19.25,$376.95
SGI,Somnigroup International Inc.,0.155,2,$78.40,8.30,$64.61,$60.23,7.27,$98.11
EXE,Expand Energy Corp.,0.154,1,,12.64,$94.34,$84.48,11.67,$124.43
HD,Home Depot,0.153,10,$352.68,5.61,$333.86,$286.95,16.35,$418.06
GEHC,GE HealthCare Technologies Inc.,0.153,8,$64.01,4.67,$74.50,$58.72,26.87,$89.64
EG,Everest Group Ltd,0.153,4,$357.23,11.28,$369.90,$296.87,24.60,$401.07
DE,Deere & Co.,0.152,7,$634.33,6.56,$617.74,$429.14,43.95,$670.49
CRH,CRH plc,0.152,5,$107.00,5.14,$93.84,$92.84,1.08,$130.09
UHAL.B,U Haul Holding Co Non Voting,0.152,4,$57.70,4.42,$63.71,$39.58,60.97,$66.90
ALK,Alaska Air Group,0.151,2,$52.20,10.58,$40.19,$33.03,21.68,$65.88
WAT,Waters Corp.,0.150,8,$375.04,6.25,$411.71,$282.77,45.60,$420.26
MSI,Motorola Solutions Inc.,0.148,8,$415.29,5.63,$477.51,$357.34,33.63,$493.57
TRU,TransUnion,0.148,3,$72.14,5.94,$84.24,$63.37,32.93,$95.04
INTC,Intel Corp.,0.147,7,$139.63,4.62,$91.85,$22.78,303.20,$142.35
JPM,JPMorgan Chase & Co.,0.146,15,$327.33,3.54,$353.68,$276.43,27.95,$366.50
HEI.A,HEICO Corp. CL A,0.146,4,$257.91,6.38,$258.80,$199.25,29.89,$279.52
UNP,Union Pacific,0.145,11,$272.00,5.95,$306.99,$207.45,47.98,$315.99
PPLI,People Inc.,0.143,3,$46.16,7.54,$37.43,$29.56,26.62,$48.32
SW,Smurfit Westrock Plc,0.143,3,$46.26,7.56,$48.13,$31.79,51.40,$51.52
FBIN,Fortune Brands Innovations Inc.,0.141,5,$54.90,4.83,$45.44,$32.11,41.51,$64.07
RBC,RBC Bearings Inc.,0.141,2,$644.06,10.70,$506.47,$364.50,38.95,$667.69
PGR,Progressive Corp.,0.140,7,$218.45,4.79,$221.34,$187.79,17.87,$239.38
OSK,Oshkosh Corp.,0.140,5,$153.48,6.69,$152.56,$115.83,31.71,$178.55
ET,Energy Transfer LP,0.140,4,$19.12,7.18,$21.24,$15.10,40.66,$21.64
SN,Sharkninja Inc,0.139,5,$152.27,10.67,$179.01,$83.12,115.36,$191.22
SYK,Stryker Corp.,0.139,4,$314.84,6.72,$332.79,$280.25,18.75,$392.86
KOF,Coca-Cola FEMSA S A CV,0.138,3,$106.25,9.34,$112.61,$76.77,46.68,$114.22
EQT,EQT Corp.,0.137,3,$53.17,6.19,$53.46,$47.79,11.86,$67.84
LRCX,Lam Research,0.136,7,$433.33,5.72,$306.00,$93.59,226.96,$438.50
BA,Boeing Co.,0.136,6,$216.47,3.38,$214.75,$176.77,21.49,$254.35
JNJ,Johnson & Johnson,0.135,12,$253.97,3.96,$269.70,$170.35,58.32,$276.47
DB,Deutsche Bank AG,0.135,4,$33.86,10.80,$37.65,$27.13,38.78,$39.01
MAT,Mattel Inc.,0.135,2,$13.88,8.92,$14.58,$12.73,14.53,$22.48
BLDR,Builders FirstSource Inc.,0.134,6,$89.48,5.60,$70.11,$65.10,7.70,$151.03
UAA,Under Armour Inc.,0.134,1,,10.98,$5.22,$4.13,26.39,$8.15
TEL,TE Connectivity plc,0.133,8,$201.61,3.93,$201.97,$190.27,6.15,$251.59
SLB,Schlumberger Ltd.,0.133,8,$46.49,4.36,$53.69,$31.05,72.91,$58.51
QCOM,QUALCOMM Inc.,0.133,7,$184.79,3.66,$161.63,$121.54,32.99,$258.96
DHI,D.R. Horton,0.132,4,$162.88,6.59,$149.06,$130.96,13.82,$182.36
BFAM,Bright Horizons Family Solutions Inc.,0.132,2,$70.88,8.28,$73.26,$57.63,27.12,$124.25
FISV,Fiserv Inc.,0.131,9,$49.05,2.79,$51.37,$47.04,9.20,$140.42
CB,Chubb Limited,0.131,6,$340.74,4.79,$343.64,$262.86,30.73,$365.91
PHM,PulteGroup Inc.,0.131,3,$137.21,8.64,$127.91,$108.26,18.15,$143.88
CBRE,CBRE Group,0.130,7,$134.69,3.67,$153.76,$121.69,26.35,$174.27
RYN,Rayonier Inc.,0.129,1,,10.54,$21.52,$19.25,11.79,$24.84
AIIR,Air Holdings Ltd,0.129,1,,10.61,$7.55,$5.29,42.72,$13.37
TSN,Tyson Foods,0.128,6,$57.25,3.11,$58.62,$49.30,18.90,$68.90
NCLH,Norwegian Cruise Line Hlgs Ltd.,0.128,3,$21.11,4.23,$16.58,$14.53,14.11,$27.18
FLG,Flagstar Financial Inc.,0.127,2,$14.94,9.62,$13.58,$10.55,28.72,$15.44
GEV,Ge Vernova Inc,0.126,10,$1174.86,3.91,$948.68,$529.18,79.27,$1195.94
TDS,Telephone & Data Systems,0.125,2,$37.01,5.17,$34.52,$31.51,9.55,$49.07
HHH,Howard Hughes Holdings Inc.,0.125,1,,10.23,$68.35,$61.01,12.03,$91.07
SE,Sea Ltd,0.124,8,$95.83,5.02,$117.75,$77.05,52.82,$199.30
TDW,Tidewater Inc.,0.124,3,$66.63,9.95,$95.36,$46.65,104.42,$95.75
ZS,Zscaler Inc.,0.124,1,,10.18,$176.30,$114.63,53.80,$336.99
NOW,ServiceNow Inc.,0.123,6,$99.28,4.59,$129.82,$81.24,59.80,$194.73
CI,Cigna Group,0.122,7,$275.68,2.67,$275.07,$235.50,16.80,$310.19
EFX,Equifax Inc.,0.121,9,$158.73,2.27,$193.96,$150.75,28.66,$269.54
FDX,FedEx Corp.,0.120,7,$313.13,3.18,$329.16,$173.85,89.34,$344.07
APD,Air Products & Chemicals,0.118,7,$293.18,3.96,$300.18,$224.64,33.63,$314.87
CSGP,CoStar Group Inc.,0.118,4,$28.32,6.49,$32.32,$25.89,24.84,$91.89
EWBC,East West Bancorp,0.118,1,,9.68,$130.67,$90.34,44.64,$137.47
URI,United Rentals,0.116,6,$1132.89,5.14,$1103.99,$698.94,57.95,$1177.15
ABNB,Airbnb Inc.,0.116,5,$143.10,3.59,$185.73,$110.81,67.61,$189.20
RYAN,Ryan Specialty Holdings Inc,0.116,2,$37.76,9.09,$43.15,$29.07,48.43,$59.58
MRK,Merck & Co.,0.115,10,$128.49,4.43,$150.99,$75.81,99.17,$153.50
MRSH,Marsh,0.115,6,$166.67,3.98,$190.81,$155.72,22.53,$209.50
TECH,Bio-Techne Corp.,0.115,5,$70.65,3.68,$72.38,$43.12,67.86,$72.62
ACHC,Acadia Healthcare Co.,0.114,2,$29.53,6.00,$27.01,$11.43,136.31,$35.83
EVH,Evolent Health Inc.,0.114,1,,9.34,$4.69,$2.10,123.33,$10.08
IDXX,IDEXX Laboratories,0.110,6,$526.44,3.93,$545.16,$518.55,5.13,$769.98
GPC,Genuine Parts,0.110,6,$117.98,6.13,$131.99,$89.80,46.98,$148.58
VTRS,Viatris Inc.,0.110,3,$15.88,5.13,$16.13,$9.17,75.90,$18.39
REGN,Regeneron Pharmaceuticals,0.110,3,$623.54,4.95,$834.45,$538.24,55.03,$844.92
NU,Nu Holdings Ltd,0.108,5,$13.36,4.29,$14.31,$11.20,27.77,$18.98
NBR,Nabors Industries Ltd.,0.108,1,,8.85,$90.03,$31.22,188.37,$112.90
FRPT,Freshpet Inc.,0.108,1,,8.87,$74.37,$46.45,60.11,$86.00
ZBH,Zimmer Biomet Holdings,0.107,7,$86.09,3.36,$100.03,$78.91,26.76,$107.16
DECK,Deckers Outdoor,0.107,2,$99.29,7.52,$88.38,$78.91,12.00,$125.45
LIN,Linde plc,0.106,7,$518.94,4.94,$480.21,$385.26,24.65,$548.20
CFRHF,Compagnie Financiere Richemont SA,0.106,1,,8.67,$231.00,$162.03,42.57,$254.24
MELI,Mercadolibre Inc.,0.105,7,$1697.39,5.10,$1913.62,$1495.00,28.00,$2548.50
WTW,Willis Towers Watson plc,0.105,5,$261.37,3.44,$340.98,$239.74,42.23,$349.37
SYF,Synchrony Financial,0.105,3,$76.05,7.84,$77.56,$62.56,23.98,$87.67
DCH,Dauch Corp.,0.105,3,$5.42,3.97,$6.37,$4.92,29.47,$9.25
CVX,Chevron Corp.,0.104,11,$165.76,4.67,$206.77,$142.51,45.09,$210.92
WEN,Wendy's Co.,0.104,4,$8.29,5.97,$8.72,$6.07,43.66,$10.02
DVN,Devon Energy Corp.,0.103,5,$41.32,4.49,$49.21,$30.89,59.31,$52.34
TFX,Teleflex,0.103,3,$126.76,4.91,$135.47,$99.39,36.30,$144.64
CGNX,Cognex Corp.,0.103,2,$72.42,7.60,$59.78,$34.50,73.28,$72.88
CPRT,Copart Inc.,0.102,6,$28.19,4.41,$34.27,$26.81,27.83,$50.11
AMD,Advanced Micro Devices,0.101,6,$580.91,5.12,$462.49,$149.22,209.94,$584.73
FCNCA,First Citizens Bancshares,0.101,3,$2080.78,5.32,$2157.64,$1618.56,33.31,$2296.30
VST,Vistra Corp.,0.101,3,$158.63,4.70,$139.35,$132.47,5.19,$218.91
CNX,CNX Resources Corp.,0.101,1,,8.25,$35.98,$28.08,28.13,$43.62
UPS,United Parcel Service,0.100,7,$107.50,2.95,$102.90,$76.95,33.72,$116.86
MDT,Medtronic plc,0.100,7,$78.23,2.76,$92.80,$72.65,27.74,$103.76
BCC,Boise Cascade Company,0.100,3,$77.63,7.47,$81.60,$64.57,26.37,$91.43
ABM,ABM Industries,0.099,5,$44.24,7.10,$47.44,$36.45,30.15,$49.80
ORLY,O'Reilly Automotive,0.099,4,$92.09,3.90,$88.65,$82.59,7.34,$108.72
CNQ,Canadian Natural Resources,0.098,3,$39.50,8.04,$50.89,$28.11,81.04,$51.03
ABG,Asbury Automotive Group Inc.,0.098,2,$201.08,7.91,$213.19,$172.01,23.94,$263.38
CR,Crane Co,0.097,2,$223.07,7.82,$207.44,$159.36,30.17,$230.50
EWY,iShares MSCI South Korea ETF,0.097,2,$201.90,6.55,$176.92,$69.37,155.04,$220.89
BMY,Bristol-Myers Squibb,0.096,8,$57.62,2.88,$66.29,$41.13,61.17,$68.64
MGM,MGM Resorts International,0.096,4,$47.81,4.91,$43.05,$29.19,47.48,$51.59
MLM,Martin Marietta,0.096,3,$576.70,4.56,$526.47,$522.19,0.82,$709.08
GPN,Global Payments Inc.,0.095,4,$72.56,2.49,$91.83,$60.93,50.71,$95.58
APG,APi Group Corp.,0.094,3,$42.35,5.00,$42.09,$33.40,26.02,$49.99
AEM,Agnico-Eagle Mines Ltd.,0.094,3,$155.15,6.22,$209.95,$129.94,61.57,$254.61
URBN,Urban Outfitters Inc.,0.094,1,,7.72,$72.27,$59.54,21.38,$84.35
AU,AngloGold Ashanti Ltd.,0.093,3,$80.90,6.81,$114.48,$49.33,132.07,$125.48
NOMD,Nomad Foods Ltd,0.093,1,,7.61,$11.68,$8.86,31.83,$14.98
HKHHF,Heineken Holding NV,0.093,1,,7.61,$77.05,$64.00,20.39,$84.80
AVTR,Avantor Inc.,0.091,5,$9.90,2.82,$14.33,$7.27,97.11,$15.93
KLAC,KLA Corp.,0.091,3,$301.71,5.78,$185.09,$82.78,123.59,$307.03
MAR,Marriott Int'l.,0.090,4,$370.59,7.02,$357.07,$255.16,39.94,$410.98
MEDP,Medpace Holdings Inc.,0.090,4,$529.59,4.52,$619.90,$373.00,66.19,$677.90
HUT,Hut 8 Corp,0.090,2,$115.44,4.07,$87.06,$20.69,320.78,$140.80
HUM,Humana Inc.,0.090,2,$397.22,5.13,$381.63,$161.90,135.72,$428.88
GTX,Garrett Motion Inc.,0.090,2,$36.23,7.28,$26.38,$12.13,117.48,$36.25
ARES,Ares Management LP,0.090,2,$111.31,6.45,$141.40,$93.57,51.12,$181.32
GWRE,Guidewire Software Inc.,0.089,1,,7.27,$182.05,$102.30,77.96,$272.60
BNY,Bank of New York Mellon Corp.,0.088,10,$144.61,2.24,$159.16,$97.96,62.47,$165.69
KMX,CarMax Inc.,0.088,5,$52.89,3.50,$61.36,$30.26,102.78,$62.56
ECL,Ecolab Inc.,0.088,4,$278.61,4.22,$280.77,$242.49,15.79,$307.61
Q,Qnity Electronics Inc.,0.088,3,$163.31,7.23,$131.13,$72.67,80.45,$177.28
SHOP,Shopify Inc.,0.088,3,$114.18,4.50,$146.41,$94.00,55.76,$182.19
BL,BlackLine Inc.,0.088,1,,7.19,$31.71,$24.70,28.38,$59.57
YNDX,Yandex N.V.,0.088,1,,7.19,$20.00,$14.09,41.94,$20.36
DLTR,Dollar Tree Inc.,0.088,1,,7.25,$128.44,$84.71,51.62,$142.40
GNRC,Generac Holdings Inc.,0.087,6,$292.81,2.91,$206.18,$134.80,52.95,$296.44
JEF,Jefferies Financial Group Inc.,0.087,4,$49.98,3.44,$52.09,$35.00,48.83,$68.96
FLR,Fluor Corp.,0.087,2,$52.39,6.24,$52.45,$39.33,33.36,$57.93
RUSHA,Rush Enterprises Inc.,0.087,2,$72.98,7.03,$76.88,$45.26,69.86,$83.61
STX,Seagate Technology,0.086,3,$965.00,5.90,$850.65,$151.25,462.41,$1144.18
ALLY,Ally Financial Inc.,0.085,4,$45.95,4.78,$42.70,$35.43,20.52,$46.96
CEG,Constellation Energy Corp.,0.085,2,$248.37,3.97,$272.06,$228.28,19.18,$410.41
TOST,Toast Inc.,0.085,2,$27.82,6.98,$35.28,$22.26,58.49,$45.64
GDS,GDS Holdings Ltd,0.085,2,$30.03,4.92,$33.00,$26.97,22.36,$48.61
RTX,RTX Corp.,0.084,7,$189.73,3.49,$214.00,$148.41,44.20,$226.41
ABT,Abbott Labs,0.084,7,$90.74,3.98,$114.65,$81.39,40.86,$134.38
PFGC,Performance Food Group,0.084,4,$111.79,4.00,$104.13,$80.82,28.84,$117.48
