Symbol,Stock,%▼,"Ownership
count",Hold Price*,Max %,"Current
Price","52 Week
Low","% Above
52 Week
Low","52 Week
High"
UNH,United Health Group Inc.,0.302,17,$415.63,6.05,$392.95,$254.51,54.39,$461.62
TMO,Thermo Fisher Scientific,0.301,11,$501.36,9.81,$622.18,$434.83,43.09,$647.00
KHC,Kraft Heinz Co.,0.299,9,$23.61,12.80,$25.70,$20.66,24.39,$28.09
PYPL,PayPal Holdings Inc.,0.294,8,$43.18,10.61,$53.66,$38.22,40.40,$78.53
RKT,Rocket Companies Inc.,0.290,5,$15.75,11.65,$13.77,$12.17,13.15,$24.36
CVI,CVR Energy Inc.,0.289,1,,23.73,$41.76,$19.50,114.15,$42.20
VFC,V.F. Corp.,0.287,2,$16.68,23.36,$13.67,$12.81,6.71,$22.15
BABA,Alibaba Group Holdings,0.281,9,$95.98,16.92,$118.90,$91.99,29.25,$190.92
CAT,Caterpillar Inc.,0.275,6,$1064.90,19.65,$800.25,$406.85,96.69,$1071.47
CNH,CNH Industrial NV,0.271,5,$11.23,17.11,$11.68,$8.91,31.09,$13.18
WM,Waste Management Inc.,0.267,3,$222.88,17.30,$219.66,$191.77,14.54,$247.15
ORLA-OLD,Orla Mining Ltd,0.264,3,$9.73,21.55,$9.45,$8.43,12.10,$21.95
CP,Canadian Pacific Kansas City,0.261,7,$86.65,7.44,$94.12,$67.98,38.45,$96.90
LYV,Live Nation Inc.,0.257,8,$183.11,7.69,$181.65,$125.34,44.93,$189.25
APP,Applovin Corp.,0.257,4,$515.25,14.50,$317.76,$297.50,6.81,$745.61
ASH,Ashland Global Holdings Inc.,0.256,2,$65.89,17.47,$74.37,$45.29,64.21,$78.25
GM,General Motors,0.255,7,$77.08,11.46,$86.27,$53.98,59.82,$91.85
LEN,Lennar Corp.,0.255,4,$90.49,11.82,$86.33,$79.83,8.14,$141.39
BKNG,Booking Holdings Inc.,0.252,6,$178.24,8.46,$205.63,$149.76,37.31,$224.59
RPRX,Royalty Pharma plc,0.250,3,$56.07,8.82,$60.85,$33.43,82.02,$62.46
VRT,Vertiv Holdings Co.,0.250,3,$334.82,20.37,$257.08,$118.57,116.82,$379.86
NFLX,Netflix Inc.,0.248,11,$71.40,5.41,$81.72,$65.08,25.57,$126.71
CNI,Canadian Natl Railway Co.,0.247,6,$119.24,17.95,$126.01,$89.10,41.43,$131.55
DHR,Danaher Corp.,0.245,12,$190.48,7.64,$216.07,$160.60,34.54,$241.78
BAC,Bank of America Corp.,0.244,15,$56.98,9.20,$62.32,$45.88,35.83,$65.23
BDX,Becton Dickinson,0.238,7,$151.33,9.93,$189.52,$125.19,51.39,$193.07
QSR,Restaurant Brands International,0.238,3,$72.51,9.62,$78.26,$59.14,32.33,$81.88
GRBK,Green Brick Partners,0.237,2,$80.04,19.39,$73.31,$60.44,21.29,$83.18
CRM,Salesforce.com,0.235,10,$156.66,8.33,$256.00,$146.32,74.96,$267.75
AZN,AstraZeneca PLC,0.233,3,$187.18,19.03,$162.70,$90.90,78.99,$209.12
KKR,KKR & Co. L.P.,0.231,7,$91.78,8.95,$108.68,$82.35,31.97,$151.00
WFC,Wells Fargo,0.225,14,$82.64,3.11,$86.69,$72.36,19.80,$96.18
YETI,YETI Holdings Inc.,0.224,2,$49.56,18.33,$41.57,$31.66,31.30,$53.99
SGOV,Ishares 0 3 Month Treasury B,0.220,4,$100.67,10.59,$100.69,$97.02,3.78,$100.70
CACC,Credit Acceptance Corp.,0.220,2,$636.74,18.01,$594.89,$401.90,48.02,$668.86
RACE,Ferrari NV,0.216,4,$370.77,7.71,$420.54,$308.95,36.12,$498.75
PM,Philip Morris Intl.,0.212,10,$180.91,9.18,$191.89,$138.43,38.62,$207.76
SOLV,Solventum Corp,0.210,4,$77.15,15.02,$91.12,$62.38,46.07,$92.71
WBD,Warner Bros. Discovery Inc.,0.209,5,$26.66,11.68,$28.77,$11.25,155.73,$30.00
LAD,Lithia Motors Inc.,0.207,6,$290.49,13.20,$370.36,$238.86,55.05,$438.67
TXN,Texas Instruments,0.206,14,$298.07,3.93,$258.64,$150.20,72.20,$332.33
OMF,OneMain Holdings,0.200,4,$60.97,10.08,$62.84,$44.20,42.17,$68.16
EGO,Eldorado Gold Corp.,0.197,1,,16.18,$45.48,$23.86,90.61,$50.96
CPNG,Coupang Inc.,0.196,8,$17.37,6.89,$16.52,$14.92,10.72,$34.08
TKO,TKO Group Holdings Inc.,0.196,1,,16.07,$184.64,$173.96,6.14,$225.15
IFF,International Flavors & Fragrances Inc.,0.194,5,$79.22,5.43,$87.95,$58.13,51.30,$89.32
OXY,Occidental Petroleum,0.192,4,$48.57,7.02,$59.10,$38.44,53.75,$67.14
AON,Aon Plc,0.191,10,$331.69,4.91,$355.40,$303.10,17.26,$381.47
FWONK,Liberty Media Corp Formula One Series C,0.191,3,$95.14,7.73,$101.80,$80.15,27.01,$109.36
GXO,Gxo Logistics Inc.,0.189,1,,15.46,$47.60,$45.00,5.78,$66.85
EPD,Enterprise Products Partners LP,0.188,6,$36.76,13.46,$39.02,$28.18,38.47,$39.58
APTV,Aptiv PLC,0.187,2,$61.38,14.51,$45.75,$44.88,1.94,$78.49
AER,AerCap Holdings N.V.,0.185,3,$145.78,7.16,$147.49,$117.73,25.28,$158.38
ALC,Alcon Inc.,0.185,2,$67.33,15.19,$72.01,$61.84,16.45,$87.22
PEP,PepsiCo Inc.,0.184,12,$135.40,5.27,$141.07,$133.40,5.75,$168.19
MU,Micron Technology Inc.,0.184,5,$1154.29,15.06,$932.86,$114.07,717.80,$1254.81
CMCSA,Comcast Corp.,0.183,14,$24.55,3.15,$27.06,$21.28,27.16,$32.04
LLY,Eli Lilly & Co.,0.183,7,$1199.42,6.89,$1174.61,$707.59,66.00,$1292.65
KO,Coca Cola Co.,0.182,9,$81.27,10.86,$89.66,$64.04,40.01,$92.49
BLK,BlackRock Inc.,0.181,6,$961.57,9.93,$1164.48,$912.25,27.65,$1200.54
DASH,DoorDash Inc.,0.181,4,$184.53,7.46,$236.74,$143.30,65.21,$285.50
PVH,PVH Corp.,0.179,4,$74.26,9.92,$75.79,$59.58,27.21,$100.75
HGV,Hilton Grand Vacations Inc.,0.177,2,$52.37,14.48,$43.81,$36.79,19.08,$55.40
SIRI,SiriusXM Holdings Inc,0.175,5,$29.54,5.59,$28.54,$19.15,49.03,$32.37
ICE,Intercontinental Exchange Inc.,0.174,6,$123.11,4.90,$162.33,$121.79,33.29,$175.52
BAYRY,Bayer Ag Sponsored ADR,0.172,1,,14.12,$14.11,$7.46,89.14,$15.23
ACN,Accenture,0.170,12,$124.44,4.86,$189.61,$116.75,62.41,$285.21
BAX,Baxter International Inc.,0.170,7,$21.32,4.09,$26.13,$15.72,66.22,$29.99
CCL,Carnival Corp.,0.170,2,$28.57,12.78,$24.76,$23.21,6.68,$33.49
TOL,Toll Brothers,0.169,4,$164.75,10.71,$146.22,$122.93,18.95,$167.75
TRMD,Torm Plc,0.169,2,$25.79,13.87,$32.62,$17.91,82.13,$34.50
OKTA,Okta Inc.,0.168,1,,13.80,$166.23,$62.66,165.29,$174.85
TSLA,Tesla Inc.,0.167,6,$420.60,7.44,$348.75,$297.38,17.27,$498.83
DG,Dollar General,0.167,5,$115.11,8.66,$122.89,$93.78,31.04,$156.68
IONS,Ionis Pharmaceuticals Inc.,0.167,1,,13.70,$61.05,$42.13,44.91,$86.74
ROP,Roper Technologies Inc.,0.165,4,$338.39,7.80,$426.20,$305.19,39.65,$527.54
ORCL,Oracle Corp.,0.164,14,$146.55,4.51,$150.85,$114.50,31.75,$341.82
APH,Amphenol Corp.,0.164,7,$176.32,8.29,$157.74,$104.74,50.60,$178.52
SPOT,Spotify Technology S.A.,0.163,7,$459.13,4.96,$547.51,$405.00,35.19,$745.00
KEX,Kirby Corp.,0.161,1,,13.22,$139.06,$79.52,74.87,$157.69
PG,Procter & Gamble,0.160,9,$146.64,4.38,$143.78,$134.62,6.80,$164.77
GIL,Gildan Activewear Inc.,0.160,1,,13.10,$53.12,$46.35,14.61,$72.73
AJG,Arthur J. Gallagher & Co.,0.159,6,$229.57,6.43,$267.56,$190.12,40.73,$310.73
XRAY,DENTSPLY SIRONA Inc.,0.159,3,$10.61,12.18,$11.12,$9.41,18.17,$14.76
PFE,Pfizer Inc.,0.158,10,$24.08,3.07,$27.96,$22.03,26.92,$28.58
USB,U.S. Bancorp,0.157,6,$60.41,5.56,$62.47,$43.76,42.76,$66.08
ADP,Automatic Data Processing Inc.,0.157,6,$223.95,4.93,$287.48,$186.74,53.95,$297.05
VMC,Vulcan Materials,0.157,6,$295.01,5.62,$274.51,$251.38,9.20,$329.20
MDLN,Medline Inc Cl A,0.157,4,$39.44,6.28,$35.28,$32.49,8.59,$50.88
INTU,Intuit Inc.,0.156,8,$261.00,6.62,$358.06,$251.72,42.25,$697.25
SHW,Sherwin-Williams,0.155,7,$344.32,4.50,$344.86,$289.19,19.25,$375.09
NEM,Newmont Corp.,0.155,4,$93.40,6.25,$127.98,$72.01,77.73,$135.29
SGI,Somnigroup International Inc.,0.155,2,$78.40,8.30,$64.37,$60.08,7.14,$97.86
EXE,Expand Energy Corp.,0.154,1,,12.64,$98.16,$84.48,16.19,$124.43
HD,Home Depot,0.153,10,$352.68,5.61,$330.19,$286.95,15.07,$418.06
GEHC,GE HealthCare Technologies Inc.,0.153,8,$64.01,4.67,$71.73,$58.72,22.16,$89.64
EG,Everest Group Ltd,0.153,4,$357.23,11.28,$377.61,$296.87,27.20,$401.07
DE,Deere & Co.,0.152,7,$634.33,6.56,$630.33,$429.14,46.88,$670.49
CRH,CRH plc,0.152,5,$107.00,5.14,$95.86,$92.52,3.61,$130.09
UHAL.B,U Haul Holding Co Non Voting,0.152,4,$57.70,4.42,$60.43,$39.58,52.68,$66.90
ALK,Alaska Air Group,0.151,2,$52.20,10.58,$42.32,$33.03,28.13,$65.88
WAT,Waters Corp.,0.150,8,$375.04,6.25,$414.69,$282.77,46.65,$426.22
MSI,Motorola Solutions Inc.,0.148,8,$415.29,5.63,$486.00,$357.34,36.00,$493.57
TRU,TransUnion,0.148,3,$72.14,5.94,$85.67,$63.28,35.38,$94.90
INTC,Intel Corp.,0.147,7,$139.63,4.62,$89.47,$23.68,277.83,$142.35
JPM,JPMorgan Chase & Co.,0.146,15,$327.33,3.54,$357.62,$276.43,29.37,$366.50
HEI.A,HEICO Corp. CL A,0.146,4,$257.91,6.38,$250.06,$199.25,25.50,$279.52
UNP,Union Pacific,0.145,11,$272.00,5.95,$307.41,$207.45,48.19,$315.99
SW,Smurfit Westrock Plc,0.143,3,$46.26,7.56,$48.29,$31.79,51.90,$51.52
PPLI,People Inc.,0.143,3,$46.16,7.54,$39.14,$29.56,32.41,$48.32
FBIN,Fortune Brands Innovations Inc.,0.141,5,$54.90,4.83,$45.50,$31.92,42.54,$63.70
RBC,RBC Bearings Inc.,0.141,2,$644.06,10.70,$500.62,$364.50,37.34,$667.69
PGR,Progressive Corp.,0.140,7,$218.45,4.79,$218.64,$187.79,16.43,$239.38
OSK,Oshkosh Corp.,0.140,5,$153.48,6.69,$153.96,$115.83,32.92,$178.55
ET,Energy Transfer LP,0.140,4,$19.12,7.18,$21.31,$15.10,41.13,$21.64
SN,Sharkninja Inc,0.139,5,$152.27,10.67,$191.23,$83.12,130.06,$194.54
SYK,Stryker Corp.,0.139,4,$314.84,6.72,$330.69,$280.25,18.00,$392.86
KOF,Coca-Cola FEMSA S A CV,0.138,3,$106.25,9.34,$112.58,$76.77,46.65,$117.09
EQT,EQT Corp.,0.137,3,$53.17,6.19,$54.57,$47.79,14.19,$67.84
LRCX,Lam Research,0.136,7,$433.33,5.72,$301.90,$93.59,222.58,$438.50
BA,Boeing Co.,0.136,6,$216.47,3.38,$209.82,$176.77,18.70,$254.35
JNJ,Johnson & Johnson,0.135,12,$253.97,3.96,$268.04,$169.51,58.13,$275.11
DB,Deutsche Bank AG,0.135,4,$33.86,10.80,$40.36,$27.13,48.77,$40.69
MAT,Mattel Inc.,0.135,2,$13.88,8.92,$15.14,$12.73,18.93,$22.48
BLDR,Builders FirstSource Inc.,0.134,6,$89.48,5.60,$67.72,$65.10,4.02,$151.03
UAA,Under Armour Inc.,0.134,1,,10.98,$5.08,$4.13,23.00,$8.15
TEL,TE Connectivity plc,0.133,8,$201.61,3.93,$202.66,$189.53,6.93,$250.61
QCOM,QUALCOMM Inc.,0.133,7,$184.79,3.66,$164.19,$121.54,35.09,$258.96
SLB,Schlumberger Ltd.,0.132,8,$46.49,4.36,$57.33,$31.05,84.64,$58.51
DHI,D.R. Horton,0.132,4,$162.88,6.59,$147.39,$130.96,12.55,$182.36
BFAM,Bright Horizons Family Solutions Inc.,0.132,2,$70.88,8.28,$74.81,$57.63,29.81,$118.73
CB,Chubb Limited,0.131,6,$340.74,4.79,$339.92,$262.86,29.32,$365.91
PHM,PulteGroup Inc.,0.131,3,$137.21,8.64,$128.55,$108.26,18.74,$143.88
FISV,Fiserv Inc.,0.130,9,$49.05,2.79,$53.18,$47.04,13.05,$138.85
CBRE,CBRE Group,0.130,7,$134.69,3.67,$150.82,$121.69,23.94,$174.27
RYN,Rayonier Inc.,0.129,1,,10.54,$20.38,$19.25,5.87,$24.84
AIIR,Air Holdings Ltd,0.129,1,,10.61,$7.47,$5.29,41.21,$13.37
TSN,Tyson Foods,0.128,6,$57.25,3.11,$55.40,$49.30,12.37,$68.90
NCLH,Norwegian Cruise Line Hlgs Ltd.,0.128,3,$21.11,4.23,$16.65,$14.53,14.59,$27.18
FLG,Flagstar Financial Inc.,0.127,2,$14.94,9.62,$13.45,$10.55,27.49,$15.44
GEV,Ge Vernova Inc,0.126,10,$1174.86,3.91,$911.93,$529.18,72.33,$1195.94
TDS,Telephone & Data Systems,0.125,2,$37.01,5.17,$33.65,$31.51,6.79,$49.07
HHH,Howard Hughes Holdings Inc.,0.125,1,,10.23,$64.80,$61.01,6.21,$91.07
SE,Sea Ltd,0.124,8,$95.83,5.02,$119.36,$77.05,54.91,$199.30
TDW,Tidewater Inc.,0.124,3,$66.63,9.95,$92.62,$46.65,98.54,$97.50
ZS,Zscaler Inc.,0.124,1,,10.18,$184.23,$114.63,60.72,$336.99
NOW,ServiceNow Inc.,0.123,6,$99.28,4.59,$144.71,$81.24,78.13,$194.73
CI,Cigna Group,0.122,7,$275.68,2.67,$278.88,$235.50,18.42,$310.19
EFX,Equifax Inc.,0.121,9,$158.73,2.27,$194.35,$150.75,28.92,$269.54
FDX,FedEx Corp.,0.120,7,$313.13,3.18,$330.88,$173.85,90.32,$344.07
APD,Air Products & Chemicals,0.118,7,$293.18,3.96,$308.09,$224.64,37.15,$314.87
CSGP,CoStar Group Inc.,0.118,4,$28.32,6.49,$32.22,$25.89,24.45,$91.89
EWBC,East West Bancorp,0.118,1,,9.68,$129.44,$90.34,43.28,$137.47
URI,United Rentals,0.116,6,$1132.89,5.14,$1030.25,$698.94,47.40,$1177.15
ABNB,Airbnb Inc.,0.116,5,$143.10,3.59,$189.43,$110.81,70.95,$193.45
RYAN,Ryan Specialty Holdings Inc,0.116,2,$37.76,9.09,$43.87,$29.07,50.91,$58.44
MRK,Merck & Co.,0.115,10,$128.49,4.43,$148.35,$75.81,95.69,$156.92
MRSH,Marsh,0.115,6,$166.67,3.98,$192.64,$155.72,23.71,$204.56
TECH,Bio-Techne Corp.,0.115,5,$70.65,3.68,$72.35,$43.07,67.98,$72.54
ACHC,Acadia Healthcare Co.,0.114,2,$29.53,6.00,$28.55,$11.43,149.78,$35.83
EVH,Evolent Health Inc.,0.114,1,,9.34,$4.60,$2.10,119.05,$10.08
IDXX,IDEXX Laboratories,0.110,6,$526.44,3.93,$554.99,$518.55,7.03,$769.98
GPC,Genuine Parts,0.110,6,$117.98,6.13,$137.51,$89.80,53.13,$148.58
REGN,Regeneron Pharmaceuticals,0.110,3,$623.54,4.95,$794.19,$538.24,47.55,$847.00
VTRS,Viatris Inc.,0.110,3,$15.88,5.13,$16.34,$9.10,79.56,$18.25
NU,Nu Holdings Ltd,0.108,5,$13.36,4.29,$14.30,$11.20,27.68,$18.98
NBR,Nabors Industries Ltd.,0.108,1,,8.85,$91.71,$34.70,164.29,$112.90
FRPT,Freshpet Inc.,0.108,1,,8.87,$70.82,$46.45,52.47,$86.00
ZBH,Zimmer Biomet Holdings,0.107,7,$86.09,3.36,$100.91,$78.91,27.88,$106.03
DECK,Deckers Outdoor,0.107,2,$99.29,7.52,$87.76,$78.91,11.22,$125.45
LIN,Linde plc,0.106,7,$518.94,4.94,$489.51,$385.26,27.06,$548.20
CFRHF,Compagnie Financiere Richemont SA,0.106,1,,8.67,$234.02,$163.00,43.57,$254.24
MELI,Mercadolibre Inc.,0.105,7,$1697.39,5.10,$1966.25,$1495.00,31.52,$2548.50
DCH,Dauch Corp.,0.105,3,$5.42,3.97,$6.32,$4.92,28.46,$9.25
SYF,Synchrony Financial,0.105,3,$76.05,7.84,$78.05,$62.56,24.76,$87.67
CVX,Chevron Corp.,0.104,11,$165.76,4.67,$201.86,$142.51,41.65,$210.92
WTW,Willis Towers Watson plc,0.104,5,$261.37,3.44,$343.75,$239.74,43.38,$351.51
WEN,Wendy's Co.,0.104,4,$8.29,5.97,$8.27,$6.07,36.24,$9.93
DVN,Devon Energy Corp.,0.103,5,$41.32,4.49,$47.35,$30.89,53.29,$52.34
TFX,Teleflex,0.103,3,$126.76,4.91,$139.67,$99.39,40.53,$144.64
CGNX,Cognex Corp.,0.103,2,$72.42,7.60,$60.46,$34.45,75.50,$72.78
CPRT,Copart Inc.,0.102,6,$28.19,4.41,$32.99,$26.81,23.05,$50.11
AMD,Advanced Micro Devices,0.101,6,$580.91,5.12,$465.58,$149.22,212.01,$584.73
FCNCA,First Citizens Bancshares,0.101,3,$2080.78,5.32,$2194.07,$1618.56,35.56,$2296.30
VST,Vistra Corp.,0.101,3,$158.63,4.70,$137.09,$132.47,3.49,$218.91
CNX,CNX Resources Corp.,0.101,1,,8.25,$36.20,$28.70,26.13,$43.62
UPS,United Parcel Service,0.100,7,$107.50,2.95,$105.33,$76.95,36.88,$116.86
MDT,Medtronic plc,0.100,7,$78.23,2.76,$91.23,$72.65,25.57,$103.76
BCC,Boise Cascade Company,0.100,3,$77.63,7.47,$78.75,$64.57,21.96,$91.43
ABM,ABM Industries,0.099,5,$44.24,7.10,$47.20,$36.45,29.49,$49.80
ORLY,O'Reilly Automotive,0.099,4,$92.09,3.90,$88.50,$82.59,7.16,$108.72
CNQ,Canadian Natural Resources,0.098,3,$39.50,8.04,$48.99,$28.73,70.52,$51.48
ABG,Asbury Automotive Group Inc.,0.098,2,$201.08,7.91,$211.62,$172.01,23.03,$262.67
EWY,iShares MSCI South Korea ETF,0.097,2,$201.90,6.55,$180.20,$69.82,158.09,$220.89
CR,Crane Co,0.097,2,$223.07,7.82,$207.00,$159.36,29.89,$230.50
BMY,Bristol-Myers Squibb,0.096,8,$57.62,2.88,$66.58,$41.13,61.88,$68.64
MGM,MGM Resorts International,0.096,4,$47.81,4.91,$42.28,$29.19,44.84,$51.59
MLM,Martin Marietta,0.096,3,$576.70,4.56,$531.05,$522.19,1.70,$709.08
GPN,Global Payments Inc.,0.095,4,$72.56,2.49,$91.82,$60.93,50.70,$95.88
AEM,Agnico-Eagle Mines Ltd.,0.094,3,$155.15,6.22,$206.25,$134.38,53.48,$254.61
APG,APi Group Corp.,0.094,3,$42.35,5.00,$39.69,$33.40,18.83,$49.99
URBN,Urban Outfitters Inc.,0.094,1,,7.72,$81.09,$59.54,36.19,$85.43
AU,AngloGold Ashanti Ltd.,0.093,3,$80.90,6.81,$113.19,$52.64,115.03,$124.69
NOMD,Nomad Foods Ltd,0.093,1,,7.61,$11.88,$8.86,34.09,$14.67
HKHHF,Heineken Holding NV,0.093,1,,7.61,$78.31,$64.00,22.36,$84.80
AVTR,Avantor Inc.,0.091,5,$9.90,2.82,$14.58,$7.27,100.55,$15.93
KLAC,KLA Corp.,0.091,3,$301.71,5.78,$175.54,$82.78,112.06,$307.03
MAR,Marriott Int'l.,0.090,4,$370.59,7.02,$351.08,$254.64,37.87,$410.15
MEDP,Medpace Holdings Inc.,0.090,4,$529.59,4.52,$600.65,$373.00,61.03,$677.90
HUM,Humana Inc.,0.090,2,$397.22,5.13,$385.54,$161.90,138.13,$428.88
ARES,Ares Management LP,0.090,2,$111.31,6.45,$142.53,$93.57,52.32,$181.32
HUT,Hut 8 Corp,0.090,2,$115.44,4.07,$79.42,$24.20,228.18,$140.80
GTX,Garrett Motion Inc.,0.090,2,$36.23,7.28,$26.66,$12.13,119.79,$36.25
GWRE,Guidewire Software Inc.,0.089,1,,7.27,$205.85,$102.30,101.22,$272.60
BNY,Bank of New York Mellon Corp.,0.088,10,$144.61,2.21,$162.50,$100.87,61.10,$165.69
KMX,CarMax Inc.,0.088,5,$52.89,3.50,$62.11,$30.26,105.25,$65.28
ECL,Ecolab Inc.,0.088,4,$278.61,4.22,$286.75,$242.49,18.25,$307.61
Q,Qnity Electronics Inc.,0.088,3,$163.31,7.23,$120.26,$72.67,65.49,$177.28
SHOP,Shopify Inc.,0.088,3,$114.18,4.50,$152.90,$94.00,62.66,$182.19
DLTR,Dollar Tree Inc.,0.088,1,,7.25,$128.26,$84.71,51.41,$142.40
YNDX,Yandex N.V.,0.088,1,,7.19,$20.00,$14.09,41.94,$20.36
BL,BlackLine Inc.,0.088,1,,7.19,$32.98,$24.70,33.52,$59.57
GNRC,Generac Holdings Inc.,0.087,6,$292.81,2.91,$183.80,$134.80,36.35,$296.44
JEF,Jefferies Financial Group Inc.,0.087,4,$49.98,3.44,$53.09,$35.00,51.69,$68.96
FLR,Fluor Corp.,0.087,2,$52.39,6.24,$53.27,$39.33,35.44,$57.93
RUSHA,Rush Enterprises Inc.,0.087,2,$72.98,7.03,$76.27,$45.26,68.52,$83.61
XOM,ExxonMobil Holdings Corp.,0.086,11,$136.72,3.65,$156.71,$105.30,48.82,$174.09
STX,Seagate Technology,0.086,3,$965.00,5.90,$829.76,$162.52,410.56,$1144.18
ALLY,Ally Financial Inc.,0.085,4,$45.95,4.78,$42.18,$35.43,19.05,$46.96
TOST,Toast Inc.,0.085,2,$27.82,6.98,$35.15,$22.26,57.91,$45.64
GDS,GDS Holdings Ltd,0.085,2,$30.03,4.92,$33.41,$26.97,23.88,$48.61
CEG,Constellation Energy Corp.,0.085,2,$248.37,3.97,$276.75,$228.28,21.23,$410.41
ABT,Abbott Labs,0.084,7,$90.74,3.98,$112.47,$81.39,38.19,$134.38
RTX,RTX Corp.,0.084,7,$189.73,3.49,$211.71,$148.41,42.65,$226.41
