Symbol,Stock,%▼,"Ownership
count",Hold Price*,Max %,"Current
Price","52 Week
Low","% Above
52 Week
Low","52 Week
High"
RPRX,Royalty Pharma plc,0.250,3,$56.07,8.82,$63.96,$33.43,91.33,$64.38
VRT,Vertiv Holdings Co.,0.250,3,$334.82,20.37,$280.53,$118.57,136.59,$379.86
NFLX,Netflix Inc.,0.248,11,$71.40,5.41,$78.25,$65.08,20.24,$126.71
CNI,Canadian Natl Railway Co.,0.247,6,$119.24,17.95,$123.37,$89.10,38.46,$131.55
DHR,Danaher Corp.,0.245,12,$190.48,7.64,$207.66,$160.60,29.30,$241.78
BAC,Bank of America Corp.,0.244,15,$56.98,9.20,$62.68,$45.64,37.34,$64.89
BDX,Becton Dickinson,0.238,7,$151.33,9.93,$184.74,$125.19,47.57,$193.07
QSR,Restaurant Brands International,0.238,3,$72.51,9.62,$80.17,$59.14,35.56,$81.88
GRBK,Green Brick Partners,0.237,2,$80.04,19.39,$71.09,$60.44,17.62,$83.18
CRM,Salesforce.com,0.235,10,$156.66,8.33,$259.23,$146.32,77.17,$268.27
AZN,AstraZeneca PLC,0.233,3,$187.18,19.03,$162.70,$90.90,78.99,$209.12
KKR,KKR & Co. L.P.,0.231,7,$91.78,8.95,$107.73,$82.35,30.82,$151.00
WFC,Wells Fargo,0.225,14,$82.64,3.11,$89.97,$72.36,24.34,$96.18
YETI,YETI Holdings Inc.,0.224,2,$49.56,18.33,$40.82,$31.66,28.93,$53.99
SGOV,Ishares 0 3 Month Treasury B,0.220,4,$100.67,10.59,$100.47,$96.80,3.79,$100.47
CACC,Credit Acceptance Corp.,0.220,2,$636.74,18.01,$604.72,$401.90,50.47,$668.86
RACE,Ferrari NV,0.216,4,$370.77,7.71,$409.95,$308.95,32.69,$498.75
PM,Philip Morris Intl.,0.212,10,$180.91,9.18,$182.53,$138.43,31.86,$207.76
SOLV,Solventum Corp,0.210,4,$77.15,15.02,$91.69,$62.38,46.99,$94.16
WBD,Warner Bros. Discovery Inc.,0.209,5,$26.66,11.68,$28.25,$11.77,140.02,$30.00
LAD,Lithia Motors Inc.,0.207,6,$290.49,13.20,$386.81,$238.86,61.94,$438.67
TXN,Texas Instruments,0.206,14,$298.07,3.93,$258.44,$150.20,72.06,$332.33
OMF,OneMain Holdings,0.200,4,$60.97,10.08,$64.63,$44.20,46.22,$68.16
EGO,Eldorado Gold Corp.,0.197,1,,16.18,$43.02,$24.30,77.04,$50.88
CPNG,Coupang Inc.,0.196,8,$17.37,6.89,$15.29,$14.92,2.48,$34.08
TKO,TKO Group Holdings Inc.,0.196,1,,16.07,$186.01,$173.96,6.93,$225.15
IFF,International Flavors & Fragrances Inc.,0.194,5,$79.22,5.43,$86.35,$58.13,48.55,$89.32
OXY,Occidental Petroleum,0.192,4,$48.57,7.02,$60.04,$38.44,56.19,$67.14
AON,Aon Plc,0.191,10,$331.69,4.91,$323.09,$303.10,6.60,$381.47
FWONK,Liberty Media Corp Formula One Series C,0.191,3,$95.14,7.73,$95.50,$80.15,19.15,$109.36
GXO,Gxo Logistics Inc.,0.189,1,,15.46,$48.32,$45.00,7.38,$66.85
EPD,Enterprise Products Partners LP,0.188,6,$36.76,13.46,$38.94,$28.18,38.18,$39.58
APTV,Aptiv PLC,0.187,2,$61.38,14.51,$47.95,$44.52,7.70,$78.49
AER,AerCap Holdings N.V.,0.185,3,$145.78,7.16,$145.40,$117.73,23.50,$158.38
ALC,Alcon Inc.,0.185,2,$67.33,15.19,$70.50,$61.84,14.00,$87.22
PEP,PepsiCo Inc.,0.184,12,$135.40,5.27,$137.63,$131.99,4.27,$166.41
MU,Micron Technology Inc.,0.184,5,$1154.29,15.06,$1016.59,$125.46,710.29,$1254.81
CMCSA,Comcast Corp.,0.183,14,$24.55,3.15,$26.49,$21.28,24.48,$32.04
LLY,Eli Lilly & Co.,0.183,7,$1199.42,6.89,$1149.36,$707.59,62.43,$1292.65
KO,Coca Cola Co.,0.182,9,$81.27,10.86,$88.07,$64.04,37.52,$92.49
BLK,BlackRock Inc.,0.181,6,$961.57,9.93,$1122.29,$912.25,23.02,$1200.54
DASH,DoorDash Inc.,0.181,4,$184.53,7.46,$211.73,$143.30,47.75,$285.50
PVH,PVH Corp.,0.179,4,$74.26,9.92,$74.33,$59.55,24.82,$100.69
HGV,Hilton Grand Vacations Inc.,0.177,2,$52.37,14.48,$42.05,$36.79,14.30,$55.40
SIRI,SiriusXM Holdings Inc,0.175,5,$29.54,5.59,$28.99,$19.15,51.38,$32.37
ICE,Intercontinental Exchange Inc.,0.174,6,$123.11,4.90,$161.26,$121.79,32.41,$174.83
BAYRY,Bayer Ag Sponsored ADR,0.172,1,,14.12,$14.35,$7.46,92.36,$15.23
ACN,Accenture,0.170,12,$124.44,4.86,$186.72,$116.75,59.93,$285.21
BAX,Baxter International Inc.,0.170,7,$21.32,4.09,$25.83,$15.72,64.31,$29.99
CCL,Carnival Corp.,0.170,2,$28.57,12.78,$23.51,$23.08,1.86,$33.49
TOL,Toll Brothers,0.169,4,$164.75,10.71,$141.73,$122.93,15.29,$167.75
TRMD,Torm Plc,0.169,2,$25.79,13.87,$35.18,$17.91,96.43,$35.53
OKTA,Okta Inc.,0.168,1,,13.80,$170.60,$62.66,172.26,$174.85
TSLA,Tesla Inc.,0.167,6,$420.60,7.44,$354.08,$297.38,19.07,$498.83
DG,Dollar General,0.167,5,$115.11,8.66,$133.21,$93.78,42.05,$156.68
IONS,Ionis Pharmaceuticals Inc.,0.167,1,,13.70,$58.09,$50.01,16.16,$86.74
ROP,Roper Technologies Inc.,0.165,4,$338.39,7.80,$407.28,$305.19,33.45,$525.38
ORCL,Oracle Corp.,0.164,14,$146.55,4.51,$158.78,$114.50,38.67,$341.82
APH,Amphenol Corp.,0.164,7,$88.16,8.29,$82.78,$53.97,53.38,$89.26
SPOT,Spotify Technology S.A.,0.163,7,$459.13,4.96,$542.43,$405.00,33.93,$745.00
KEX,Kirby Corp.,0.161,1,,13.22,$140.77,$79.52,77.02,$157.69
PG,Procter & Gamble,0.160,9,$146.64,4.38,$146.44,$134.62,8.78,$164.77
GIL,Gildan Activewear Inc.,0.160,1,,13.10,$53.40,$46.35,15.21,$72.73
AJG,Arthur J. Gallagher & Co.,0.159,6,$229.57,6.43,$262.69,$190.12,38.17,$310.73
XRAY,DENTSPLY SIRONA Inc.,0.159,3,$10.61,12.18,$11.38,$9.41,20.94,$14.76
PFE,Pfizer Inc.,0.158,10,$24.08,3.07,$28.45,$22.03,29.14,$29.21
USB,U.S. Bancorp,0.157,6,$60.41,5.56,$63.37,$43.76,44.81,$66.08
ADP,Automatic Data Processing Inc.,0.157,6,$223.95,4.93,$277.62,$186.74,48.67,$294.50
VMC,Vulcan Materials,0.157,6,$295.01,5.62,$262.63,$251.38,4.48,$329.20
MDLN,Medline Inc Cl A,0.157,4,$39.44,6.28,$36.59,$32.49,12.62,$50.88
INTU,Intuit Inc.,0.156,8,$261.00,6.62,$332.70,$251.72,32.17,$697.25
SHW,Sherwin-Williams,0.155,7,$344.32,4.50,$333.71,$289.19,15.39,$375.09
NEM,Newmont Corp.,0.155,4,$93.40,6.25,$128.09,$74.52,71.89,$135.01
SGI,Somnigroup International Inc.,0.155,2,$78.40,8.30,$69.87,$60.08,16.29,$97.86
EXE,Expand Energy Corp.,0.154,1,,12.64,$97.91,$84.48,15.90,$124.43
HD,Home Depot,0.153,10,$352.68,5.61,$321.05,$284.85,12.71,$415.00
GEHC,GE HealthCare Technologies Inc.,0.153,8,$64.01,4.67,$68.86,$58.72,17.27,$89.64
EG,Everest Group Ltd,0.153,4,$357.23,11.28,$380.87,$296.87,28.30,$401.07
DE,Deere & Co.,0.152,7,$634.33,6.56,$693.53,$429.14,61.61,$705.88
CRH,CRH plc,0.152,5,$107.00,5.14,$94.26,$90.21,4.49,$130.09
UHAL.B,U Haul Holding Co Non Voting,0.152,4,$57.70,4.42,$58.97,$39.58,48.99,$66.90
ALK,Alaska Air Group,0.151,2,$52.20,10.58,$42.04,$33.03,27.28,$65.88
WAT,Waters Corp.,0.150,8,$375.04,6.25,$409.38,$282.77,44.77,$426.22
MSI,Motorola Solutions Inc.,0.148,8,$415.29,5.63,$468.05,$357.34,30.98,$494.85
TRU,TransUnion,0.148,3,$72.14,5.94,$79.88,$63.28,26.23,$94.90
INTC,Intel Corp.,0.147,7,$139.63,4.62,$95.80,$24.05,298.34,$142.35
JPM,JPMorgan Chase & Co.,0.146,15,$327.33,3.54,$358.64,$276.43,29.74,$366.50
HEI.A,HEICO Corp. CL A,0.146,4,$257.91,6.38,$240.18,$199.25,20.54,$279.52
UNP,Union Pacific,0.145,11,$272.00,5.95,$289.62,$206.49,40.26,$314.53
SW,Smurfit Westrock Plc,0.143,3,$46.26,7.56,$45.83,$31.79,44.16,$51.52
PPLI,People Inc.,0.143,3,$46.16,7.54,$38.99,$29.56,31.90,$48.32
FBIN,Fortune Brands Innovations Inc.,0.141,5,$54.90,4.83,$43.11,$31.92,35.06,$63.70
RBC,RBC Bearings Inc.,0.141,2,$644.06,10.70,$488.54,$364.50,34.03,$667.69
PGR,Progressive Corp.,0.140,7,$218.45,4.79,$218.95,$187.79,16.59,$239.38
OSK,Oshkosh Corp.,0.140,5,$153.48,6.69,$157.08,$115.83,35.61,$178.55
ET,Energy Transfer LP,0.140,4,$19.12,7.18,$21.50,$15.10,42.38,$21.77
SN,Sharkninja Inc,0.139,5,$152.27,10.67,$173.38,$83.12,108.59,$194.54
SYK,Stryker Corp.,0.139,4,$314.84,6.72,$303.13,$280.25,8.16,$392.38
KOF,Coca-Cola FEMSA S A CV,0.138,3,$106.25,9.34,$112.00,$76.77,45.89,$117.09
EQT,EQT Corp.,0.137,3,$53.17,6.19,$55.17,$47.79,15.44,$67.84
LRCX,Lam Research,0.136,7,$433.33,5.72,$307.65,$100.13,207.25,$438.50
BA,Boeing Co.,0.136,6,$216.47,3.38,$212.25,$176.77,20.07,$254.35
JNJ,Johnson & Johnson,0.135,12,$253.97,3.96,$275.23,$169.51,62.37,$281.07
DB,Deutsche Bank AG,0.135,4,$33.86,10.80,$41.33,$27.13,52.34,$41.56
MAT,Mattel Inc.,0.135,2,$13.88,8.92,$14.53,$12.73,14.14,$22.48
BLDR,Builders FirstSource Inc.,0.134,6,$89.48,5.60,$65.79,$62.31,5.58,$151.03
UAA,Under Armour Inc.,0.134,1,,10.98,$5.25,$4.13,27.12,$8.15
TEL,TE Connectivity plc,0.133,8,$201.61,3.93,$208.65,$189.53,10.09,$250.61
QCOM,QUALCOMM Inc.,0.133,7,$184.79,3.66,$168.74,$120.88,39.59,$257.56
SLB,Schlumberger Ltd.,0.132,8,$46.49,4.36,$57.51,$30.88,86.24,$60.15
DHI,D.R. Horton,0.132,4,$162.88,6.59,$142.75,$130.96,9.00,$182.36
BFAM,Bright Horizons Family Solutions Inc.,0.132,2,$70.88,8.28,$70.25,$57.63,21.90,$117.25
CB,Chubb Limited,0.131,6,$340.74,4.79,$341.59,$262.86,29.95,$365.91
PHM,PulteGroup Inc.,0.131,3,$137.21,8.64,$124.45,$108.26,14.95,$143.88
FISV,Fiserv Inc.,0.130,9,$49.05,2.79,$53.00,$47.04,12.67,$138.62
CBRE,CBRE Group,0.130,7,$134.69,3.67,$147.85,$121.69,21.50,$174.27
RYN,Rayonier Inc.,0.129,1,,10.54,$20.46,$19.25,6.29,$24.84
AIIR,Air Holdings Ltd,0.129,1,,10.61,$7.30,$5.29,38.00,$13.37
TSN,Tyson Foods,0.128,6,$57.25,3.11,$51.42,$48.84,5.28,$68.27
NCLH,Norwegian Cruise Line Hlgs Ltd.,0.128,3,$21.11,4.23,$15.57,$14.53,7.16,$27.18
FLG,Flagstar Financial Inc.,0.127,2,$14.94,9.62,$13.52,$10.54,28.27,$15.43
GEV,Ge Vernova Inc,0.126,10,$1174.86,3.91,$941.95,$529.18,78.00,$1195.94
TDS,Telephone & Data Systems,0.125,2,$37.01,5.17,$37.83,$31.51,20.06,$49.07
HHH,Howard Hughes Holdings Inc.,0.125,1,,10.23,$64.12,$61.01,5.10,$91.07
SE,Sea Ltd,0.124,8,$95.83,5.02,$112.09,$77.05,45.48,$199.30
TDW,Tidewater Inc.,0.124,3,$66.63,9.95,$94.26,$46.65,102.06,$101.58
ZS,Zscaler Inc.,0.124,1,,10.18,$169.80,$114.63,48.13,$336.99
NOW,ServiceNow Inc.,0.123,6,$99.28,4.59,$141.26,$81.24,73.88,$194.73
CI,Cigna Group,0.122,7,$275.68,2.67,$282.52,$235.50,19.97,$310.19
EFX,Equifax Inc.,0.121,9,$158.73,2.27,$177.05,$150.31,17.79,$268.77
FDX,FedEx Corp.,0.120,7,$313.13,3.18,$322.52,$175.56,83.71,$344.07
APD,Air Products & Chemicals,0.118,7,$293.18,3.96,$301.27,$224.64,34.11,$314.87
CSGP,CoStar Group Inc.,0.118,4,$28.32,6.49,$30.91,$25.89,19.39,$91.89
EWBC,East West Bancorp,0.118,1,,9.68,$130.77,$90.34,44.75,$137.47
URI,United Rentals,0.116,6,$1132.89,5.14,$1009.86,$698.94,44.48,$1177.15
ABNB,Airbnb Inc.,0.116,5,$143.10,3.59,$181.94,$110.81,64.19,$193.45
RYAN,Ryan Specialty Holdings Inc,0.116,2,$37.76,9.09,$41.91,$29.07,44.17,$58.44
MRK,Merck & Co.,0.115,10,$128.49,4.43,$150.33,$75.81,98.30,$156.92
MRSH,Marsh,0.115,6,$166.67,3.98,$185.74,$155.72,19.28,$204.56
TECH,Bio-Techne Corp.,0.115,5,$70.65,3.68,$72.43,$43.07,68.17,$72.58
ACHC,Acadia Healthcare Co.,0.114,2,$29.53,6.00,$28.13,$11.43,146.11,$35.83
EVH,Evolent Health Inc.,0.114,1,,9.34,$4.32,$2.10,105.71,$10.08
GPC,Genuine Parts,0.110,6,$117.98,6.13,$138.08,$89.11,54.95,$147.43
IDXX,IDEXX Laboratories,0.110,6,$526.44,3.93,$535.38,$518.55,3.25,$769.98
REGN,Regeneron Pharmaceuticals,0.110,3,$623.54,4.95,$827.72,$538.24,53.78,$859.34
VTRS,Viatris Inc.,0.110,3,$15.88,5.13,$16.88,$9.10,85.49,$18.25
NU,Nu Holdings Ltd,0.108,5,$13.36,4.29,$15.37,$11.20,37.23,$18.98
NBR,Nabors Industries Ltd.,0.108,1,,8.85,$90.84,$36.62,148.06,$112.90
FRPT,Freshpet Inc.,0.108,1,,8.87,$70.24,$46.45,51.22,$86.00
ZBH,Zimmer Biomet Holdings,0.107,7,$86.09,3.36,$98.07,$78.91,24.28,$106.03
DECK,Deckers Outdoor,0.107,2,$99.29,7.52,$85.81,$78.91,8.74,$124.88
LIN,Linde plc,0.106,7,$518.94,4.94,$477.57,$384.00,24.37,$546.40
CFRHF,Compagnie Financiere Richemont SA,0.106,1,,8.67,$227.89,$163.00,39.81,$254.24
MELI,Mercadolibre Inc.,0.105,7,$1697.39,5.10,$1978.36,$1495.00,32.33,$2548.50
DCH,Dauch Corp.,0.105,3,$5.42,3.97,$6.99,$4.92,42.07,$9.25
SYF,Synchrony Financial,0.105,3,$76.05,7.84,$79.92,$62.56,27.75,$87.67
CVX,Chevron Corp.,0.104,11,$165.76,4.67,$208.60,$142.51,46.38,$213.20
WTW,Willis Towers Watson plc,0.104,5,$261.37,3.44,$334.74,$239.74,39.63,$351.51
WEN,Wendy's Co.,0.104,4,$8.29,5.97,$8.03,$6.02,33.39,$9.82
DVN,Devon Energy Corp.,0.103,5,$41.32,4.49,$48.06,$30.89,55.58,$52.34
TFX,Teleflex,0.103,3,$126.76,4.91,$138.36,$99.39,39.21,$144.64
CGNX,Cognex Corp.,0.103,2,$72.42,7.60,$62.25,$34.45,80.70,$72.78
CPRT,Copart Inc.,0.102,6,$28.19,4.41,$33.72,$26.81,25.77,$49.16
AMD,Advanced Micro Devices,0.101,6,$580.91,5.12,$477.57,$149.22,220.04,$584.73
FCNCA,First Citizens Bancshares,0.101,3,$2080.78,5.32,$2208.49,$1617.01,36.58,$2294.10
VST,Vistra Corp.,0.101,3,$158.63,4.70,$149.30,$132.47,12.70,$218.91
CNX,CNX Resources Corp.,0.101,1,,8.25,$37.49,$28.82,30.08,$43.62
UPS,United Parcel Service,0.100,7,$107.50,2.95,$102.29,$76.95,32.93,$116.86
MDT,Medtronic plc,0.100,7,$78.23,2.76,$94.17,$72.65,29.62,$103.76
BCC,Boise Cascade Company,0.100,3,$77.63,7.47,$79.21,$64.38,23.04,$91.16
ABM,ABM Industries,0.099,5,$44.24,7.10,$47.05,$36.45,29.08,$49.80
ORLY,O'Reilly Automotive,0.099,4,$92.09,3.90,$87.89,$82.59,6.42,$108.72
CNQ,Canadian Natural Resources,0.098,3,$39.50,8.04,$50.46,$28.73,75.64,$52.25
ABG,Asbury Automotive Group Inc.,0.098,2,$201.08,7.91,$217.26,$172.01,26.31,$262.67
EWY,iShares MSCI South Korea ETF,0.097,2,$201.90,6.55,$188.87,$71.51,164.12,$220.89
CR,Crane Co,0.097,2,$223.07,7.82,$204.69,$159.16,28.61,$230.22
BMY,Bristol-Myers Squibb,0.096,8,$57.62,2.88,$66.82,$41.13,62.46,$68.64
MGM,MGM Resorts International,0.096,4,$47.81,4.91,$41.22,$29.19,41.21,$51.59
MLM,Martin Marietta,0.096,3,$576.70,4.56,$514.77,$502.56,2.43,$707.94
GPN,Global Payments Inc.,0.095,4,$72.56,2.49,$92.54,$60.93,51.88,$95.88
AEM,Agnico-Eagle Mines Ltd.,0.094,3,$155.15,6.22,$204.73,$134.08,52.69,$254.05
APG,APi Group Corp.,0.094,3,$42.35,5.00,$40.04,$33.40,19.88,$49.99
URBN,Urban Outfitters Inc.,0.094,1,,7.72,$80.97,$59.54,35.99,$85.43
AU,AngloGold Ashanti Ltd.,0.093,3,$80.90,6.81,$109.07,$56.22,94.01,$124.69
NOMD,Nomad Foods Ltd,0.093,1,,7.61,$11.64,$8.86,31.38,$14.38
HKHHF,Heineken Holding NV,0.093,1,,7.61,$76.87,$64.00,20.11,$84.80
AVTR,Avantor Inc.,0.091,5,$9.90,2.82,$14.97,$7.27,105.91,$15.93
KLAC,KLA Corp.,0.091,3,$301.71,5.78,$185.60,$87.36,112.45,$307.03
MAR,Marriott Int'l.,0.090,4,$370.59,7.02,$336.51,$254.64,32.15,$410.15
MEDP,Medpace Holdings Inc.,0.090,4,$529.59,4.52,$591.29,$373.00,58.52,$677.90
HUM,Humana Inc.,0.090,2,$397.22,5.13,$401.54,$161.90,148.02,$428.88
ARES,Ares Management LP,0.090,2,$111.31,6.45,$140.15,$93.57,49.78,$181.32
HUT,Hut 8 Corp,0.090,2,$115.44,4.07,$93.55,$24.20,286.57,$140.80
GTX,Garrett Motion Inc.,0.090,2,$36.23,7.28,$27.97,$12.09,131.35,$36.14
GWRE,Guidewire Software Inc.,0.089,1,,7.27,$162.42,$102.30,58.77,$272.60
BNY,Bank of New York Mellon Corp.,0.088,10,$144.61,2.21,$164.84,$100.87,63.42,$165.84
KMX,CarMax Inc.,0.088,5,$52.89,3.50,$63.29,$30.26,109.15,$65.28
ECL,Ecolab Inc.,0.088,4,$278.61,4.22,$279.28,$242.49,15.17,$307.61
Q,Qnity Electronics Inc.,0.088,3,$163.31,7.23,$120.47,$72.62,65.89,$177.16
SHOP,Shopify Inc.,0.088,3,$114.18,4.50,$145.09,$94.00,54.35,$182.19
DLTR,Dollar Tree Inc.,0.088,1,,7.25,$131.42,$84.71,55.14,$142.40
YNDX,Yandex N.V.,0.088,1,,7.19,$20.00,$14.09,41.94,$20.36
BL,BlackLine Inc.,0.088,1,,7.19,$32.71,$24.70,32.43,$59.57
GNRC,Generac Holdings Inc.,0.087,6,$292.81,2.91,$187.35,$134.80,38.98,$296.44
JEF,Jefferies Financial Group Inc.,0.087,4,$49.98,3.44,$55.23,$35.00,57.80,$68.96
FLR,Fluor Corp.,0.087,2,$52.39,6.24,$56.16,$39.33,42.79,$58.35
RUSHA,Rush Enterprises Inc.,0.087,2,$48.65,7.03,$50.95,$30.17,68.88,$55.74
XOM,ExxonMobil Holdings Corp.,0.086,11,$136.72,3.65,$159.47,$105.30,51.44,$174.09
STX,Seagate Technology,0.086,3,$965.00,5.90,$849.28,$181.52,367.87,$1144.18
ALLY,Ally Financial Inc.,0.085,4,$45.95,4.78,$43.73,$35.43,23.43,$46.96
TOST,Toast Inc.,0.085,2,$27.82,6.98,$33.95,$22.26,52.52,$42.15
GDS,GDS Holdings Ltd,0.085,2,$30.03,4.92,$31.37,$26.97,16.31,$48.61
CEG,Constellation Energy Corp.,0.085,2,$248.37,3.97,$298.96,$228.28,30.96,$410.41
ABT,Abbott Labs,0.084,7,$90.74,3.98,$108.33,$81.39,33.10,$134.38
RTX,RTX Corp.,0.084,7,$189.73,3.49,$200.79,$148.41,35.29,$226.41
