Symbol,Stock,%▼,"Ownership
count",Hold Price*,Max %,"Current
Price","52 Week
Low","% Above
52 Week
Low","52 Week
High"
TMO,Thermo Fisher Scientific,0.301,11,$501.36,9.81,$588.29,$434.83,35.29,$642.71
KHC,Kraft Heinz Co.,0.299,9,$23.61,12.80,$25.51,$20.66,23.48,$28.09
PYPL,PayPal Holdings Inc.,0.294,8,$43.18,10.61,$61.66,$38.22,61.33,$78.53
RKT,Rocket Companies Inc.,0.290,5,$15.75,11.65,$14.76,$12.17,21.28,$24.36
CVI,CVR Energy Inc.,0.289,1,,23.73,$35.26,$19.50,80.82,$41.41
VFC,V.F. Corp.,0.287,2,$16.68,23.36,$14.87,$12.33,20.60,$22.15
BABA,Alibaba Group Holdings,0.281,9,$95.98,16.92,$123.81,$91.99,34.59,$190.92
CAT,Caterpillar Inc.,0.275,6,$1064.90,19.65,$856.57,$401.84,113.16,$1071.47
CNH,CNH Industrial NV,0.271,5,$11.23,17.11,$10.44,$8.91,17.17,$13.18
WM,Waste Management Inc.,0.267,3,$222.88,17.30,$224.55,$191.77,17.09,$247.15
ORLA-OLD,Orla Mining Ltd,0.264,3,$9.73,21.55,$9.45,$8.43,12.10,$21.95
CP,Canadian Pacific Kansas City,0.261,7,$86.65,7.44,$93.50,$67.98,37.54,$94.66
LYV,Live Nation Inc.,0.257,8,$183.11,7.69,$188.46,$125.34,50.36,$189.25
APP,Applovin Corp.,0.257,4,$515.25,14.50,$315.44,$303.17,4.05,$745.61
ASH,Ashland Global Holdings Inc.,0.256,2,$65.89,17.47,$73.71,$45.29,62.75,$78.25
GM,General Motors,0.255,7,$77.08,11.46,$86.77,$53.98,60.74,$91.85
LEN,Lennar Corp.,0.255,4,$90.49,11.82,$86.83,$79.83,8.77,$141.39
BKNG,Booking Holdings Inc.,0.253,6,$178.24,8.46,$212.06,$149.76,41.60,$229.86
RPRX,Royalty Pharma plc,0.250,3,$56.07,8.82,$58.60,$33.43,75.29,$60.20
VRT,Vertiv Holdings Co.,0.250,3,$334.82,20.37,$293.84,$118.57,147.82,$379.86
NFLX,Netflix Inc.,0.248,11,$71.40,5.41,$78.16,$65.08,20.10,$126.71
CNI,Canadian Natl Railway Co.,0.247,6,$119.24,17.95,$126.84,$89.10,42.36,$131.55
DHR,Danaher Corp.,0.245,12,$190.48,7.64,$202.45,$160.60,26.06,$241.78
BAC,Bank of America Corp.,0.244,15,$56.95,9.20,$64.49,$45.79,40.84,$65.20
BDX,Becton Dickinson,0.239,7,$151.33,9.93,$183.40,$125.19,46.50,$185.32
QSR,Restaurant Brands International,0.238,3,$72.51,9.62,$77.64,$59.14,31.28,$81.22
GRBK,Green Brick Partners,0.237,2,$80.04,19.39,$70.46,$60.44,16.58,$83.18
CRM,Salesforce.com,0.235,10,$156.66,8.33,$196.21,$146.32,34.10,$267.75
AZN,AstraZeneca PLC,0.233,3,$187.18,19.03,$156.45,$90.90,72.11,$209.12
KKR,KKR & Co. L.P.,0.231,7,$91.78,8.95,$114.01,$82.35,38.45,$151.00
WFC,Wells Fargo,0.225,14,$82.64,3.11,$88.82,$72.36,22.75,$96.18
YETI,YETI Holdings Inc.,0.224,2,$49.56,18.33,$44.56,$31.66,40.75,$53.99
SGOV,Ishares 0 3 Month Treasury B,0.220,4,$100.67,10.59,$100.56,$96.85,3.83,$100.56
CACC,Credit Acceptance Corp.,0.220,2,$636.74,18.01,$587.27,$401.90,46.12,$668.86
RACE,Ferrari NV,0.216,4,$370.77,7.71,$414.85,$308.95,34.28,$498.75
PM,Philip Morris Intl.,0.212,10,$180.91,9.18,$190.39,$138.43,37.54,$207.76
SOLV,Solventum Corp,0.210,4,$77.15,15.02,$88.59,$62.38,42.02,$90.00
WBD,Warner Bros. Discovery Inc.,0.209,5,$26.66,11.68,$27.99,$11.25,148.80,$30.00
LAD,Lithia Motors Inc.,0.207,6,$290.49,13.20,$377.55,$238.86,58.06,$438.67
TXN,Texas Instruments,0.206,14,$298.07,3.93,$279.58,$150.20,86.14,$332.33
OMF,OneMain Holdings,0.200,4,$60.97,10.08,$65.68,$44.20,48.60,$68.16
EGO,Eldorado Gold Corp.,0.197,1,,16.18,$39.73,$21.76,82.58,$50.96
CPNG,Coupang Inc.,0.196,8,$17.37,6.89,$16.12,$14.92,8.04,$34.08
TKO,TKO Group Holdings Inc.,0.196,1,,16.07,$201.28,$173.96,15.70,$225.15
IFF,International Flavors & Fragrances Inc.,0.194,5,$79.22,5.43,$84.18,$58.13,44.81,$89.32
OXY,Occidental Petroleum,0.192,4,$48.57,7.02,$58.36,$38.44,51.82,$67.14
AON,Aon Plc,0.191,10,$331.69,4.91,$355.83,$303.10,17.40,$381.47
FWONK,Liberty Media Corp Formula One Series C,0.191,3,$95.14,7.73,$103.90,$80.15,29.63,$109.36
GXO,Gxo Logistics Inc.,0.189,1,,15.46,$48.58,$45.40,7.00,$66.85
EPD,Enterprise Products Partners LP,0.188,6,$36.78,13.46,$38.90,$28.18,38.04,$39.58
APTV,Aptiv PLC,0.187,2,$61.38,14.51,$49.56,$46.16,7.37,$78.49
AER,AerCap Holdings N.V.,0.185,3,$145.78,7.16,$152.45,$110.97,37.38,$158.38
ALC,Alcon Inc.,0.185,2,$67.33,15.19,$74.25,$61.84,20.07,$89.98
PEP,PepsiCo Inc.,0.184,12,$135.47,5.27,$140.79,$133.40,5.54,$168.19
MU,Micron Technology Inc.,0.184,5,$1154.29,15.06,$971.66,$113.28,757.75,$1254.81
CMCSA,Comcast Corp.,0.183,15,$24.56,3.15,$26.18,$21.28,23.03,$32.04
LLY,Eli Lilly & Co.,0.183,7,$1199.42,6.89,$1180.16,$680.86,73.33,$1247.66
KO,Coca Cola Co.,0.182,9,$81.27,10.86,$87.71,$64.04,36.96,$90.92
BLK,BlackRock Inc.,0.181,6,$961.57,9.93,$1173.73,$912.25,28.66,$1200.54
DASH,DoorDash Inc.,0.181,4,$184.53,7.46,$217.02,$143.30,51.44,$285.50
PVH,PVH Corp.,0.179,4,$74.26,9.92,$82.47,$59.58,38.42,$100.75
HGV,Hilton Grand Vacations Inc.,0.177,2,$52.37,14.48,$45.93,$36.79,24.84,$55.40
SIRI,SiriusXM Holdings Inc,0.175,5,$29.54,5.59,$28.46,$19.15,48.62,$32.37
ICE,Intercontinental Exchange Inc.,0.174,6,$123.11,4.90,$154.73,$121.79,27.05,$180.55
ACN,Accenture,0.170,12,$124.44,4.86,$176.89,$116.75,51.51,$285.21
BAX,Baxter International Inc.,0.170,7,$21.32,4.09,$26.73,$15.72,70.04,$30.00
CCL,Carnival Corp.,0.170,2,$28.57,12.78,$28.12,$23.21,21.15,$33.49
TOL,Toll Brothers,0.169,4,$164.75,10.71,$148.27,$122.93,20.61,$167.75
TRMD,Torm Plc,0.169,2,$25.79,13.87,$30.08,$17.91,67.95,$34.50
DG,Dollar General,0.168,5,$115.11,8.66,$123.28,$93.78,31.46,$156.68
OKTA,Okta Inc.,0.168,1,,13.80,$147.43,$62.66,135.29,$157.00
TSLA,Tesla Inc.,0.167,6,$420.60,7.44,$342.27,$297.38,15.10,$498.83
IONS,Ionis Pharmaceuticals Inc.,0.167,1,,13.70,$57.24,$41.71,37.23,$86.74
PFE,Pfizer Inc.,0.166,10,$24.79,3.07,$26.79,$22.03,21.61,$27.79
ROP,Roper Technologies Inc.,0.165,4,$338.39,7.80,$399.34,$305.19,30.85,$540.19
ORCL,Oracle Corp.,0.164,14,$146.55,4.51,$150.52,$114.50,31.46,$341.82
APH,Amphenol Corp.,0.164,7,$176.32,8.29,$167.11,$104.00,60.68,$178.52
SPOT,Spotify Technology S.A.,0.163,7,$459.13,4.96,$512.82,$405.00,26.62,$748.30
BAYRY,Bayer Ag Sponsored ADR,0.162,1,,13.26,$13.84,$7.46,85.52,$15.23
KEX,Kirby Corp.,0.161,1,,13.22,$138.62,$79.52,74.32,$157.69
PG,Procter & Gamble,0.160,9,$146.63,4.38,$144.55,$134.62,7.38,$164.77
NEM,Newmont Corp.,0.160,4,$100.86,6.59,$117.76,$66.49,77.11,$134.29
GIL,Gildan Activewear Inc.,0.160,1,,13.10,$56.72,$46.55,21.85,$73.05
AJG,Arthur J. Gallagher & Co.,0.159,6,$229.57,6.43,$251.21,$190.12,32.13,$310.73
XRAY,DENTSPLY SIRONA Inc.,0.159,3,$10.61,12.18,$11.59,$9.41,23.17,$14.76
VMC,Vulcan Materials,0.157,6,$295.01,5.62,$282.00,$251.38,12.18,$329.20
USB,U.S. Bancorp,0.157,6,$60.41,5.56,$65.42,$43.76,49.50,$65.61
ADP,Automatic Data Processing Inc.,0.157,6,$223.95,4.93,$272.96,$186.74,46.17,$301.70
MDLN,Medline Inc Cl A,0.157,4,$39.44,6.28,$35.74,$32.82,8.90,$50.88
INTU,Intuit Inc.,0.156,8,$261.00,6.62,$345.66,$251.72,37.32,$713.52
SHW,Sherwin-Williams,0.155,7,$344.32,4.50,$359.10,$289.86,23.89,$376.95
SGI,Somnigroup International Inc.,0.155,2,$78.40,8.30,$66.06,$60.23,9.68,$98.11
EXE,Expand Energy Corp.,0.154,1,,12.64,$94.78,$84.48,12.19,$124.43
HD,Home Depot,0.153,10,$352.68,5.61,$338.86,$286.95,18.09,$418.06
GEHC,GE HealthCare Technologies Inc.,0.153,8,$64.01,4.67,$73.69,$58.72,25.49,$89.64
EG,Everest Group Ltd,0.153,4,$357.23,11.28,$370.11,$296.87,24.67,$401.07
DE,Deere & Co.,0.152,7,$634.33,6.56,$608.85,$429.14,41.88,$670.49
CRH,CRH plc,0.152,5,$107.00,5.14,$97.15,$93.74,3.64,$130.09
UHAL.B,U Haul Holding Co Non Voting,0.152,4,$57.70,4.42,$65.19,$39.58,64.70,$66.90
ALK,Alaska Air Group,0.151,2,$52.20,10.58,$45.96,$33.03,39.15,$65.88
WAT,Waters Corp.,0.150,8,$375.04,6.25,$412.17,$282.77,45.76,$420.26
MSI,Motorola Solutions Inc.,0.148,8,$415.29,5.63,$466.51,$357.34,30.55,$493.57
TRU,TransUnion,0.148,3,$72.14,5.94,$80.48,$63.37,27.00,$95.04
INTC,Intel Corp.,0.147,7,$139.63,4.62,$102.50,$22.78,349.96,$142.35
JPM,JPMorgan Chase & Co.,0.146,15,$326.91,3.54,$362.84,$276.43,31.26,$366.50
HEI.A,HEICO Corp. CL A,0.146,4,$257.91,6.38,$274.99,$199.25,38.01,$279.52
UNP,Union Pacific,0.145,11,$272.00,5.95,$293.68,$207.45,41.57,$315.99
EQT,EQT Corp.,0.144,3,$59.14,6.72,$54.42,$47.79,13.87,$67.84
PPLI,People Inc.,0.143,3,$46.16,7.54,$40.40,$29.56,36.67,$48.32
SW,Smurfit Westrock Plc,0.143,3,$46.26,7.56,$49.25,$31.79,54.92,$51.52
FBIN,Fortune Brands Innovations Inc.,0.141,5,$54.90,4.83,$47.84,$32.11,48.99,$64.07
RBC,RBC Bearings Inc.,0.141,2,$644.06,10.70,$560.49,$364.50,53.77,$667.69
PGR,Progressive Corp.,0.140,7,$218.45,4.79,$209.60,$187.79,11.61,$239.38
OSK,Oshkosh Corp.,0.140,5,$153.48,6.69,$152.89,$115.83,32.00,$178.55
ET,Energy Transfer LP,0.140,4,$19.12,7.18,$21.05,$15.10,39.40,$21.12
SN,Sharkninja Inc,0.139,5,$152.27,10.67,$185.10,$83.12,122.69,$191.22
SYK,Stryker Corp.,0.139,4,$314.84,6.72,$339.21,$280.25,21.04,$392.86
KOF,Coca-Cola FEMSA S A CV,0.138,3,$106.25,9.34,$108.94,$76.77,41.90,$113.87
LRCX,Lam Research,0.136,7,$433.33,5.72,$332.36,$93.59,255.12,$438.50
BA,Boeing Co.,0.136,6,$216.47,3.38,$231.67,$176.77,31.06,$254.35
JNJ,Johnson & Johnson,0.135,12,$253.97,3.96,$260.35,$170.35,52.83,$274.90
DB,Deutsche Bank AG,0.135,4,$33.84,10.80,$38.56,$27.13,42.13,$39.01
MAT,Mattel Inc.,0.135,2,$13.88,8.92,$15.03,$12.73,18.07,$22.48
BLDR,Builders FirstSource Inc.,0.134,6,$89.48,5.60,$72.51,$65.10,11.38,$151.03
UAA,Under Armour Inc.,0.134,1,,10.98,$5.36,$4.13,29.78,$8.15
TEL,TE Connectivity plc,0.133,8,$201.61,3.93,$216.23,$190.27,13.64,$251.59
SLB,Schlumberger Ltd.,0.133,8,$48.45,4.36,$53.77,$31.05,73.17,$58.51
QCOM,QUALCOMM Inc.,0.133,7,$184.79,3.66,$165.79,$121.54,36.41,$258.96
DHI,D.R. Horton,0.132,4,$162.88,6.59,$148.81,$130.96,13.63,$182.36
BFAM,Bright Horizons Family Solutions Inc.,0.132,2,$70.88,8.28,$71.31,$57.63,23.74,$124.25
FISV,Fiserv Inc.,0.131,9,$49.05,2.79,$54.39,$47.04,15.63,$140.42
CB,Chubb Limited,0.131,6,$340.74,4.79,$343.64,$262.86,30.73,$365.91
PHM,PulteGroup Inc.,0.131,3,$137.21,8.64,$130.18,$108.26,20.25,$143.88
CBRE,CBRE Group,0.130,7,$134.69,3.67,$152.86,$121.69,25.61,$174.27
RYN,Rayonier Inc.,0.129,1,,10.54,$21.57,$19.25,12.05,$24.84
AIIR,Air Holdings Ltd,0.129,1,,10.61,$7.46,$5.29,41.02,$13.37
TSN,Tyson Foods,0.128,6,$57.25,3.11,$58.17,$49.30,17.99,$68.90
NCLH,Norwegian Cruise Line Hlgs Ltd.,0.128,3,$21.11,4.23,$19.01,$14.53,30.83,$27.18
FLG,Flagstar Financial Inc.,0.126,2,$13.31,9.53,$14.25,$10.55,35.07,$15.44
TDS,Telephone & Data Systems,0.125,2,$37.01,5.17,$35.21,$31.51,11.74,$49.07
HHH,Howard Hughes Holdings Inc.,0.125,1,,10.23,$66.60,$61.01,9.16,$91.07
GEV,Ge Vernova Inc,0.124,10,$1165.08,3.91,$1063.25,$529.18,100.92,$1195.94
SE,Sea Ltd,0.124,8,$95.83,5.02,$121.94,$77.05,58.26,$199.30
TDW,Tidewater Inc.,0.124,3,$66.63,9.95,$94.28,$46.65,102.10,$95.32
ZS,Zscaler Inc.,0.124,1,,10.18,$183.60,$114.63,60.17,$336.99
NOW,ServiceNow Inc.,0.123,6,$99.28,4.59,$124.00,$81.24,52.63,$194.73
CI,Cigna Group,0.122,7,$275.68,2.67,$282.56,$235.50,19.98,$310.19
EFX,Equifax Inc.,0.121,9,$158.73,2.27,$180.85,$150.75,19.97,$269.54
MRK,Merck & Co.,0.120,10,$124.44,4.85,$135.84,$75.81,79.18,$135.97
FDX,FedEx Corp.,0.120,7,$313.13,3.18,$334.64,$173.85,92.49,$344.07
APD,Air Products & Chemicals,0.118,7,$293.18,3.96,$308.97,$224.64,37.54,$314.87
CSGP,CoStar Group Inc.,0.118,4,$28.32,6.49,$32.38,$25.89,25.07,$91.89
MTZ,MasTec Inc.,0.118,3,$380.73,3.63,$297.59,$167.66,77.50,$441.43
EWBC,East West Bancorp,0.118,1,,9.68,$136.60,$90.34,51.21,$137.31
ABNB,Airbnb Inc.,0.116,5,$143.10,3.59,$184.06,$110.81,66.10,$187.12
RYAN,Ryan Specialty Holdings Inc,0.116,2,$37.76,9.09,$41.82,$29.07,43.86,$59.58
MRSH,Marsh,0.115,6,$166.67,3.98,$187.82,$155.72,20.61,$209.50
TECH,Bio-Techne Corp.,0.115,5,$70.65,3.68,$72.40,$43.12,67.90,$72.43
ACHC,Acadia Healthcare Co.,0.114,2,$29.53,6.00,$30.83,$11.43,169.73,$35.83
EVH,Evolent Health Inc.,0.114,1,,9.34,$4.68,$2.10,122.86,$10.08
IDXX,IDEXX Laboratories,0.110,6,$526.44,3.93,$550.96,$518.55,6.25,$769.98
GPC,Genuine Parts,0.110,6,$117.98,6.13,$135.03,$89.80,50.37,$148.58
REGN,Regeneron Pharmaceuticals,0.110,3,$623.54,4.95,$803.48,$538.87,49.10,$818.90
VTRS,Viatris Inc.,0.110,3,$15.88,5.13,$16.23,$9.17,76.99,$18.39
AEM,Agnico-Eagle Mines Ltd.,0.109,3,$194.89,7.41,$186.46,$128.83,44.73,$254.61
NU,Nu Holdings Ltd,0.108,5,$13.36,4.29,$15.23,$11.20,35.98,$18.98
NBR,Nabors Industries Ltd.,0.108,1,,8.85,$94.17,$31.10,202.80,$112.90
FRPT,Freshpet Inc.,0.108,1,,8.87,$72.76,$46.45,56.64,$86.00
ZBH,Zimmer Biomet Holdings,0.107,7,$86.09,3.36,$100.65,$78.91,27.55,$107.16
DECK,Deckers Outdoor,0.107,2,$99.29,7.52,$93.09,$78.91,17.97,$125.45
LIN,Linde plc,0.106,7,$518.94,4.94,$482.74,$385.26,25.30,$548.20
CFRHF,Compagnie Financiere Richemont SA,0.106,1,,8.67,$240.80,$159.49,50.98,$254.24
MELI,Mercadolibre Inc.,0.105,7,$1697.39,5.10,$1844.58,$1495.00,23.38,$2548.50
WTW,Willis Towers Watson plc,0.105,5,$261.37,3.44,$331.59,$239.74,38.31,$349.37
SYF,Synchrony Financial,0.105,3,$76.05,7.84,$81.00,$62.56,29.48,$87.67
DCH,Dauch Corp.,0.105,3,$5.42,3.97,$6.73,$4.92,36.79,$9.25
CVX,Chevron Corp.,0.104,11,$166.10,4.67,$200.00,$143.75,39.13,$212.76
WEN,Wendy's Co.,0.104,4,$8.29,5.97,$8.64,$6.07,42.34,$10.14
DVN,Devon Energy Corp.,0.103,5,$41.32,4.49,$45.85,$30.89,48.43,$52.34
TFX,Teleflex,0.103,3,$126.76,4.91,$137.17,$99.39,38.01,$144.64
CGNX,Cognex Corp.,0.103,2,$72.42,7.60,$65.63,$34.50,90.23,$72.88
CPRT,Copart Inc.,0.102,6,$28.19,4.41,$31.61,$26.81,17.90,$50.11
AMD,Advanced Micro Devices,0.101,6,$580.91,5.12,$514.39,$149.22,244.72,$584.73
FCNCA,First Citizens Bancshares,0.101,3,$2080.78,5.32,$2291.33,$1618.56,41.57,$2296.30
VST,Vistra Corp.,0.101,3,$158.63,4.70,$148.13,$132.47,11.82,$218.91
CNX,CNX Resources Corp.,0.101,1,,8.25,$35.72,$27.72,28.86,$43.62
UPS,United Parcel Service,0.100,7,$107.50,2.95,$104.50,$78.17,33.68,$118.73
MDT,Medtronic plc,0.100,7,$78.23,2.76,$91.27,$72.65,25.63,$103.76
BCC,Boise Cascade Company,0.100,3,$77.63,7.47,$83.24,$64.57,28.91,$91.43
BMY,Bristol-Myers Squibb,0.099,8,$58.30,2.88,$63.83,$41.13,55.19,$68.10
ABM,ABM Industries,0.099,5,$44.24,7.10,$48.13,$36.45,32.04,$49.80
ORLY,O'Reilly Automotive,0.099,4,$92.09,3.90,$91.05,$82.59,10.24,$108.72
CNQ,Canadian Natural Resources,0.098,3,$39.50,8.04,$47.97,$27.99,71.38,$50.44
ABG,Asbury Automotive Group Inc.,0.098,2,$201.08,7.91,$210.66,$172.01,22.47,$263.38
CR,Crane Co,0.097,2,$223.07,7.82,$218.34,$159.36,37.01,$230.50
EWY,iShares MSCI South Korea ETF,0.097,2,$201.90,6.55,$179.74,$69.37,159.10,$220.89
MGM,MGM Resorts International,0.096,4,$47.81,4.91,$44.10,$29.19,51.08,$51.59
MLM,Martin Marietta,0.096,3,$576.70,4.56,$547.93,$523.48,4.67,$709.08
BP,BP plc,0.095,4,$43.67,5.18,$42.53,$31.12,36.66,$47.14
GPN,Global Payments Inc.,0.095,4,$72.56,2.49,$93.05,$60.93,52.72,$95.58
APG,APi Group Corp.,0.094,3,$42.35,5.00,$43.95,$33.40,31.59,$49.99
URBN,Urban Outfitters Inc.,0.094,1,,7.72,$77.81,$59.54,30.69,$84.35
AU,AngloGold Ashanti Ltd.,0.093,3,$80.90,6.81,$96.30,$49.33,95.22,$125.48
NOMD,Nomad Foods Ltd,0.093,1,,7.61,$11.73,$8.86,32.39,$14.98
HKHHF,Heineken Holding NV,0.093,1,,7.61,$78.38,$64.00,22.47,$84.80
AVTR,Avantor Inc.,0.091,5,$9.90,2.82,$13.66,$7.27,87.90,$15.93
KLAC,KLA Corp.,0.091,3,$301.71,5.78,$203.72,$82.87,145.83,$307.37
MAR,Marriott Int'l.,0.090,4,$370.59,7.02,$356.72,$255.16,39.80,$410.98
MEDP,Medpace Holdings Inc.,0.090,4,$529.59,4.52,$578.50,$373.00,55.09,$677.90
HUT,Hut 8 Corp,0.090,2,$115.44,4.07,$85.44,$20.69,312.95,$140.80
HUM,Humana Inc.,0.090,2,$397.22,5.13,$389.05,$161.90,140.30,$428.88
GTX,Garrett Motion Inc.,0.090,2,$36.23,7.28,$29.00,$12.13,139.08,$36.25
ARES,Ares Management LP,0.090,2,$111.31,6.45,$144.02,$93.57,53.92,$184.56
URI,United Rentals,0.089,6,$967.96,3.91,$1153.83,$698.94,65.08,$1177.15
GWRE,Guidewire Software Inc.,0.089,1,,7.27,$175.59,$102.30,71.64,$272.60
BNY,Bank of New York Mellon Corp.,0.088,10,$144.61,2.24,$163.24,$97.96,66.64,$163.66
KMX,CarMax Inc.,0.088,5,$52.89,3.50,$59.92,$30.26,98.02,$62.56
ECL,Ecolab Inc.,0.088,4,$278.61,4.22,$276.11,$242.49,13.86,$307.61
Q,Qnity Electronics Inc.,0.088,3,$163.31,7.23,$142.30,$72.67,95.82,$177.28
SHOP,Shopify Inc.,0.088,3,$114.18,4.50,$154.32,$94.00,64.17,$182.19
BL,BlackLine Inc.,0.088,1,,7.19,$30.53,$24.70,23.60,$59.57
DLTR,Dollar Tree Inc.,0.088,1,,7.25,$129.39,$84.71,52.74,$142.40
YNDX,Yandex N.V.,0.088,1,,7.19,$20.00,$14.09,41.94,$20.36
GNRC,Generac Holdings Inc.,0.087,6,$292.81,2.91,$219.30,$134.80,62.69,$296.44
JEF,Jefferies Financial Group Inc.,0.087,4,$49.98,3.44,$55.14,$35.26,56.38,$69.47
FLR,Fluor Corp.,0.087,2,$52.39,6.24,$52.37,$39.33,33.16,$57.93
STX,Seagate Technology,0.086,3,$965.00,5.90,$973.44,$150.80,545.52,$1144.18
ALLY,Ally Financial Inc.,0.085,4,$45.95,4.78,$44.91,$35.43,26.76,$46.96
TOST,Toast Inc.,0.085,2,$27.82,6.98,$34.75,$22.26,56.11,$45.64
CEG,Constellation Energy Corp.,0.085,2,$248.37,3.97,$282.50,$228.63,23.56,$411.04
GDS,GDS Holdings Ltd,0.085,2,$30.03,4.92,$34.41,$26.97,27.59,$48.61
RTX,RTX Corp.,0.084,7,$189.73,3.49,$222.97,$148.41,50.24,$226.13
ABT,Abbott Labs,0.084,7,$90.74,3.98,$111.25,$81.39,36.69,$134.38
