Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price to earnings ratio forward,"Return on invested capital %, Trailing 12 months","Return on capital employed %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Current ratio, Quarterly","Gross margin %, Annual","Operating margin %, Annual","Net margin %, Annual","Interest coverage, Annual","Debt to equity ratio, Quarterly","EBITDA interest coverage, Annual",Country or region of registration,"Free cash flow margin %, Annual","Free cash flow, Annual","Free cash flow, Annual - Currency","Performance %, Year to date","Performance %, 6 months","Performance %, 1 year","Performance %, 5 years",Price,Price - Currency,"Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Relative strength index, 14, 1 day",Sector,Industry,"Altman Z-score, Trailing 12 months","Piotroski F-score, Trailing 12 months"
3038,"Kobe Bussan Co., Ltd.",3934603204.416146,USD,18.590809456453208,,19.6049357172825,22.300067714914874,13.2936353291453,21.6615071994412,2.4193701515284,11.8078451915077,7.22837188984613,5.77812982031934,1733.8695652173913,0.165828154286278,2022.608695652174,Japan,5.987663607642546,214423694,USD,-25.568924928066963,-24.422310756972113,-31.631427198462276,-27.03846153846154,2845.5,JPY,2754.1441258848363,3201.309068392392,58.228706359960924,Retail trade,Food retail,7.63232353365758,
EMCURE,Emcure Pharmaceuticals Limited,3933174211.65816,USD,37.425657577819386,,,,,,,38.8897532905817,14.9242682706871,10.0435375953166,9.560327966980575,,12.449151893536015,India,5.3236906668521025,52392278.239999995,USD,46.81617647058824,33.871940998994305,44.58363504706735,50.68865325836762,1996.7,INR,1844.9833435263045,1633.8117799088243,66.20600796319425,Health technology,Pharmaceuticals: major,,
301205,"Linktel Technologies Co., Ltd. Class A",3932889168.1780796,USD,438.47530956288233,,5.44002303026811,5.436144967172956,3.22947008768727,5.52704937440948,1.34110594809076,31.7515752621137,6.47526130147084,8.201151716095,5.929462365344491,0.6433888226092419,10.4756496582831,China,-50.57440407296213,-90880852.8496,USD,74.37555621477307,58.87027027027028,216.03225806451616,862.0631202336583,293.91,CNY,265.9842883222859,223.62610864862822,58.419156222794,Electronic technology,Semiconductors,12.2057392364496,3
7731,Nikon Corp.,3927148162.484273,USD,,36.22155335093013,-12.6595691105224,-1.6820835426780583,-8.43335337312664,-15.2675662609234,1.90569607298459,38.638998291401,-1.77032708520696,-12.7130395488235,-3.200213561131874,0.369794054199811,8.308862786972771,Japan,-6.051128014968331,-258066848,USD,18.559954102122777,5.433673469387755,43.9066852367688,79.852045256745,2066.5,JPY,2068.015307478049,1934.1924141871777,50.12454014828911,Consumer durables,Electronics/Appliances,2.3441684488802,4
GCC,GCC SAB de CV,3927144454.46887,USD,11.7424576116896,10.883713557468665,10.7688854809189,12.596341285301571,8.8312728608281,13.8390125518256,3.98125541317115,35.3852782999313,26.8375859660282,21.2103250097963,22.932184876234423,0.27842748942810397,29.831554026491816,Mexico,1.52765394378837,22919764.122899998,USD,8.947253705318214,1.8906385364113583,11.244644744895126,20.084084084084083,199.94,MXN,203.4197789933989,196.29557029433485,45.74903993660888,Non-energy minerals,Construction materials,3.79407598838205,5
600012,Anhui Expressway Company Limited Class A,3926364360.80616,USD,14.530995843123078,,7.15522368230453,10.09925834607739,6.15180340116087,14.6336126340523,1.36144921087054,44.2296475614229,40.8725565402887,28.0180678555341,9.041833020998705,1.08446237818483,13.529265222709363,China,20.919275661449273,200396424.472,USD,8.795669824086596,11.280276816608989,-0.8019740900678751,180.1393728222996,16.08,CNY,16.750115191245392,15.898545284326383,40.55884023738569,Transportation,Other transportation,2.01455291219191,5
BNL,"Broadstone Net Lease, Inc.",3926130322.509317,USD,27.298198799199465,26.020271902939044,2.66225305159811,,2.53680116519265,4.90554445153996,2.83177130200042,59.2593560583786,49.7010722196449,21.0164197926127,2.150052762493405,0.9459348011786181,3.696050350493706,United States,58.75972740400008,269790000,USD,18.334297281665712,3.9106145251396622,21.065088757396467,-23.342075683776695,20.46,USD,21.278996880908018,19.731551866180258,29.730552405159244,Finance,Real estate investment trusts,0.919570396386596,
TA,TransAlta Corporation,3924539251.197,USD,,45.84696230360878,-0.448517940717629,-0.37862852334875896,-0.258703110061301,-1.36904761904762,0.84387936132466,32.6267664172901,-9.22693266832918,-5.7356608478803,-0.7655172413793103,2.38012352610893,1.4275862068965517,Canada,16.500415627597672,289095400,USD,-1.667625071880386,-6.095551894563424,3.1985515992758065,29.15407854984895,17.1,CAD,18.63652948245564,18.244122581290362,34.744263691732925,Utilities,Electric utilities,0.314088252889203,6
TTKOM,Turk Telekomunikasyon A.S.,3923727500.0000005,USD,6.873701908812184,,9.14032274531048,14.375352847623082,5.96506410922342,12.7278816331645,0.819371276600938,37.9684344735758,21.6863425756253,9.48712489687893,2.8838188975578256,0.545508659830602,5.474982093657786,Turkey,25.40055516065085,1407747255.2,USD,-3.2201914708442145,-18.59443631039531,-2.7972027972027997,733.5832083958021,55.6,TRY,57.66482575168473,59.153870369223206,49.06080380682481,Communications,Major telecommunications,1.33118711137877,5
ADRO,PT Alamtri Resources Indonesia Tbk,3922011579.0625286,USD,8.86645679214397,14.168,8.77590022894525,9.368244159461451,7.24616316507828,10.2056973015878,4.32073122110532,33.7625591931372,28.2614938234177,23.8957731082749,28.613185625525794,0.216417911972027,42.57314239395306,Indonesia,-8.698135282738571,-160962134.1258,USD,39.77900552486188,13.452914798206278,40.55555555555556,91.66666666666667,2530,IDR,2433.2564027415874,2287.4841065035616,56.79584378304304,Energy minerals,Coal,3.02740369114851,
ISAT,PT Indosat Tbk Class B,3919118497.777784,USD,9.351993073491581,,8.76614929848518,13.408757252800498,5.85069099788832,21.3263160153605,0.57448375768807,22.5792228374957,19.1537138491516,9.74855666254132,2.5766682923589843,1.9087343648823,6.598800558019483,Indonesia,16.30883790038317,553047120,USD,-6.866952789699571,-2.690582959641256,-2.690582959641256,44.666666666666664,2170,IDR,1948.7608377331585,2041.8713732273698,65.15260349151842,Communications,Wireless telecommunications,1.10833026370359,7
VC2,Olam Group Limited,3915224637.6962996,USD,11.36950904392765,14.042553191489363,0.983368171370163,3.850928148520877,0.39914563464932,2.6547971767008,1.26266267211436,20.3227304605483,14.48712056887,0.465353379411687,3.5616997808079454,2.50280743543696,4.0366845602911035,Singapore,1.1803632522587681,271542799.2,USD,38.219895287958124,37.50000000000001,24.528301886792452,-21.42857142857142,1.32,SGD,1.2703511474579252,1.108311920507635,50.79596304580913,Consumer non-durables,Food: major diversified,1.06852171791108,7
HHH,Howard Hughes Holdings Inc.,3914714039.695465,USD,13.272992346008989,20.119544779568976,3.06457547405872,,2.22910636796285,6.79233814193454,,31.1433650735105,17.1872245561031,8.40041169116112,1.46651509366286,1.1024547230113602,2.526554201811934,United States,28.128025645267584,414858000,USD,-17.79533483822423,-22.618344941565336,-7.65004226542689,-25.993507992911585,65.55,USD,67.58808668167748,70.4648675816191,42.63131318356288,Finance,Real estate development,,
PSUS,"Pershing Square USA, Ltd.",3911000000,USD,,,,,,,0.238214478202901,,-1665.24089068826,-1665.24089068826,,0,,United States,,,,-6.880952380952382,-6.880952380952382,-6.880952380952382,-6.880952380952382,39.11,USD,38.44844118375057,,60.70469822335255,Miscellaneous,Investment trusts,,
