Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price to earnings ratio forward,"Return on invested capital %, Trailing 12 months","Return on capital employed %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Current ratio, Quarterly","Gross margin %, Annual","Operating margin %, Annual","Net margin %, Annual","Interest coverage, Annual","Debt to equity ratio, Quarterly","EBITDA interest coverage, Annual",Country or region of registration,"Free cash flow margin %, Annual","Free cash flow, Annual","Free cash flow, Annual - Currency","Performance %, Year to date","Performance %, 6 months","Performance %, 1 year","Performance %, 5 years",Price,Price - Currency,"Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Relative strength index, 14, 1 day",Sector,Industry,"Altman Z-score, Trailing 12 months","Piotroski F-score, Trailing 12 months"
DIOS,Dios Fastigheter AB,1004526497.6037999,USD,8.467347399583533,,4.14223009110693,,3.33928040440083,9.48920528961933,0.161879895561358,68.7991021324355,65.4320987654321,30.2282080059858,2.27734375,1.4511501360376,2.2864583333333335,Sweden,33.52038907594463,96947200,USD,2.583586626139822,2.3502653525397985,1.5037593984962405,-33.95303326810176,67.5,SEK,65.89901894204002,65.9728586092588,61.6544369375609,Finance,Real estate development,0.372482405088354,
002992,"Shenzhen Baoming Technology Co., Ltd. Class A",1004363541.77928,USD,413.2867132867133,,1.6217408274076,1.390682600751918,0.704781799088749,2.14400796595745,0.872818409208403,11.5121721695835,1.54727180674928,0.916204820144622,0.6300719095701036,1.35248717975776,3.8888065679425092,China,0.17429286542610004,324739.3584,USD,-25.73821989528796,-38.25526728190841,-43.036144578313255,139.43281566509114,35.46,CNY,38.84167254524219,47.35494668857742,47.2198549288992,Electronic technology,Semiconductors,4.22661951014035,6
GPP,Grupa Pracuj spolka akcyjna,1004293054.54155,USD,15.927554377893603,,34.0055661306769,42.72997448425549,20.8285615444135,44.004061638715,0.971302143130501,50.9295737840716,38.1390280462309,29.4187112934401,21.142271422714227,0.262938768926793,23.89852398523985,Poland,37.56410003550156,84776442.4,USD,16.50692225772098,28.10304449648712,-17.744360902255636,-26.081081081081077,54.7,PLN,48.61860285618205,48.844116512011794,75.51661357716938,Commercial services,Personnel services,4.24443446427241,8
CTC.N0000,Ceylon Tobacco Company Plc,1004130206.5991801,USD,11.55996016576183,,229.620003937783,395.97747385358,60.435710880335,232.485447731441,1.17032894563296,89.3459781733623,79.4528410462465,43.7720162162302,3109.875396918734,0.0101209773068712,3144.519640127014,Sri Lanka,45.366809189357355,97417802.782,USD,4.063042220936958,1.652542372881356,15.336538461538462,89.39473684210526,1799.25,LKR,1802.561516800263,1738.396341671337,46.22413425281368,Consumer non-durables,Tobacco,10.1437907969149,6
301479,Guangdong Hongjing Optoelectronic Technology Inc. Class A,1004099335.0739999,USD,32.44507729861676,,14.3544821548212,14.803256080479056,10.0650108812316,14.5399784684571,2.11852593364367,22.6535724811456,12.4910012806051,11.443692635121,49.810791031443884,0.216527348082695,65.12310716325864,China,-5.820537932849409,-14019166.5376,USD,-22.81361102653878,-23.13245325293518,-24.28789897144328,-27.856778791368566,47.85,CNY,55.25288825142605,63.52303818758993,42.39296317210099,Consumer durables,Electronics/Appliances,9.67340478599898,
600987,"Zhejiang Hangmin Co., Ltd. Class A",1003873725.42072,USD,9.339975093399751,,11.0300333536163,9.725172433555738,6.59983017256953,11.057499861791,2.49712182500438,15.1599420694412,9.95963821424608,6.87649761974318,18.19846206370757,0.00664206726291942,22.797790901540022,China,7.199819017214317,109989355.3584,USD,-2.0319303338171215,-21.42025611175786,-8.66035182679296,41.213389121338906,6.75,CNY,6.616960262938568,6.978406789458927,59.10104379104757,Process industries,Textiles,3.55025474840215,6
EUZ,Eckert & Ziegler SE,1003784709.1547699,USD,17.797256097560975,,17.1403711291603,20.618003680220557,10.6540916279892,19.8088225278533,3.41230296553567,47.188742146429,24.0591742531094,15.6311706629055,38.66821226172077,0.161207388004367,47.46367851622875,Germany,11.022566995768688,40386700.86,USD,-7.950065703022345,-8.070866141732287,-29.30186423566005,-65.20691989482454,14.01,EUR,14.476371364406543,15.435729788610605,47.11894629196598,Health technology,Medical specialties,4.84478314779562,8
600713,Nanjing Pharmaceutical Group Company Limited Class A,1003432873.1949599,USD,12.82550498904843,,5.13965391413755,9.67058428799206,1.8034445060982,8.6537596099715,1.44733808964185,5.57640795752823,2.37138244503837,1.13820064915012,2.6983067055955967,1.7346562350729,3.3114121104073857,China,-0.2788886239128811,-21887276.072,USD,-4.0072859744991005,-5.555555555555564,0.5725190839694534,19.501133786848058,5.27,CNY,5.127938333353921,5.212673725791082,59.4823431326837,Distribution services,Medical distributors,2.2950608533389,4
322000,HD HYUNDAI ENERGY SOLUTIONS CO. LTD.,1003383342.912424,USD,,,,,,,,21.1659649550482,8.36741384025221,8.45952370717069,114.54812089786981,,149.17415945580953,South Korea,1.0997535520027337,3738450.6774,USD,115.84699453551913,40.40284360189573,169.3181818181818,297.6510067114094,118500,KRW,134085.3272134214,116148.03499947366,46.37609273119127,Electronic technology,Semiconductors,,
JANX,"Janux Therapeutics, Inc.",1003254455.2315458,USD,,,-10.4832533318346,-14.660931179257473,-10.0587048652729,-10.6950221527235,16.3475362415215,79.71,-1576.67,-1136.25,,0.0226189244642149,,United States,-832.78,-83278000,USD,18.569364161849713,24.790874524714827,-26.247191011235955,-48.23343848580442,16.41,USD,15.321943216962671,17.25229632933736,59.53177750577368,Health technology,Biotechnology,7.16591285763196,5
2070,Saudi Pharmaceutical Industries & Medical Appliances Corp.,1003225265.01824,USD,,,9.61663219640136,10.458025468621933,4.83591325613581,13.4343605533963,1.35155434607887,46.5793564346864,13.275475461282,10.8022389262154,2.308657951314945,0.859484552812785,3.2982443627026417,Saudi Arabia,10.734799271815792,48771034.4,USD,19.32773109243697,7.353951890034354,19.145690312738367,-43.2,31.24,SAR,30.138630675489548,29.25637570787778,56.74845843054847,Health technology,Pharmaceuticals: major,1.76714681321227,
300731,"Shenzhen Cotran Industrial Material Co., Ltd. Class A",1003207595.98128,USD,293.08719560094266,,3.32915220536776,3.188481359482278,1.74724005384417,3.66279265606671,1.36145279819493,17.5390705675753,4.79681959502532,3.08518463025055,3.862257985786808,0.651584155356192,7.989346270548931,China,0.05468048110175618,90226.3448,USD,-7.87645108632763,-27.02702956963923,8.189834784698089,48.09768141211296,37.31,CNY,44.9006017037215,44.48581217852825,43.274480761034496,Process industries,Industrial specialties,8.83518454637543,4
PXED,"Phoenix Education Partners, Inc.",1003198436.3555326,USD,12.475904424620072,6.0565832426550585,21.9078199741008,41.1696389765659,13.6410945852439,26.1564140751212,1.91501849385219,56.7121263870245,21.7005297897521,13.2922024797655,455.34583333333336,0.20262139365622703,501.20625,United States,6.446635795359773,64930000.00000001,USD,-8.000000000000005,-4.8547008547008605,-26.76315789473685,-26.76315789473685,27.83,USD,30.35304737610657,30.935796597357427,38.4309256478372,Technology services,Internet software/Services,5.37087254866379,
AKSA,Aksa Akrilik Kimya Sanayii A.S.,1002127199.9556401,USD,10.697104871862154,,12.5586769916919,6.327686249000072,7.55189220882992,14.7501671662698,0.889760064249541,13.4331310692816,6.61834619987663,12.3794550419654,0.8772026364231318,0.841629999253497,2.372414784820386,Turkey,2.2247412120179297,16514784,USD,23.535353535353533,13.240740740740737,21.69154228855721,794.3363012940168,12.23,TRY,11.914930595813935,11.117470343047396,50.49672352433299,Process industries,Textiles,1.40641342286086,6
603660,"Suzhou Keda Technology Co., Ltd. Class A",1001751375.18816,USD,,,-55.4863054955764,-56.271776981328536,-30.8435334360852,-68.5312890232909,1.36057952038525,48.4820519527156,-46.0333424809939,-47.7700677247142,-27.853550121362435,0.533250517359382,-25.564011542599285,China,-7.634308663853333,-11309369.7448,USD,9.304426377597103,19.68348170128586,57.963446475195816,75.36231884057969,12.1,CNY,10.443569877405674,10.200997845299568,68.36729587163225,Electronic technology,Telecommunications equipment,2.88046805410946,2
603128,CTS International Logistics Corp. Ltd. Class A,1001646167.754,USD,15.016968325791852,,6.99451457135031,7.56186552634126,3.99661712671485,7.45764182405871,1.65169025983883,8.51834334193796,2.87968540613112,2.71986737734365,8.808620973078257,0.47663334525801904,11.810864253588235,China,1.4783165794422521,37946174.4456,USD,-12.80788177339902,-11.204013377926435,-16.11374407582939,-60.4026845637584,5.31,CNY,5.3368606827008085,5.652123807261528,49.81655527394378,Transportation,Other transportation,3.05493479061173,4
000597,"Northeast Pharmaceutical Group Co., Ltd. Class A",1001575393.21416,USD,27.4587833996589,,4.36383689468955,3.787023387851339,1.84094861157913,4.58845291812977,1.14987114149649,35.2126304226152,3.5926047777647,3.6936033826584,3.064664746799972,0.758844489136363,9.726172216067923,China,14.324426334557627,144189135.7696,USD,-7.471264367816087,-7.999999999999998,-16.435986159169552,-7.6481835564053595,4.83,CNY,4.651394466072749,4.978623790520992,60.6891380032793,Health technology,Pharmaceuticals: major,1.49770234025582,8
2256,Abbisko Cayman Limited,1001286580.3731799,USD,105.77281191806331,,2.53152189483967,1.1010382787787003,2.20888017006444,2.54208107341943,4.9809354328865,96.3534868220068,4.55859073154075,9.02553261702381,8.369526056990216,0.157825925513735,15.064488127374895,China,21.323631894648084,18184604.91,USD,-13.80880121396055,-16.162361623616242,-7.642276422764238,0.5309734513274222,11.36,HKD,10.547781634011017,11.510275332413554,62.52720956580859,Health technology,Pharmaceuticals: major,9.82503111870709,8
600054,"Huangshan Tourism Development Co., Ltd. Class A",1001196447.0170399,USD,28.14777582307112,,5.75984238929237,8.92949249704794,4.94352815217992,6.11285692373983,3.10629299059279,44.4970321772751,23.0933742269983,13.9074045952955,29.844177876780957,0.07930763315031329,47.001366221694774,China,7.433368609511273,22348669.4648,USD,-1.0600706713781007,-14.828897338403051,-5.004240882103477,27.5626423690205,11.2,CNY,11.160519554557338,11.590290839823409,52.80450994320643,Consumer services,Hotels/Resorts/Cruise lines,7.43799298802265,7
688693,"Suzhou Convert Semiconductor Co., Ltd. Class A",1001170908.1036799,USD,,,-11.5248944767604,-13.994046285812894,-10.1061305391704,-11.5517091820369,5.92457976196806,25.3181919966124,-44.3439558215127,-35.6616013981569,-285.53638261479006,0.0626781699333247,-220.8681596817432,China,-38.65709981031107,-14068427.6944,USD,128.07110639426904,113.51217088922007,125.55759643138282,7.449999999999991,85.96,CNY,80.01073924329945,68.79497436285817,58.19762190329628,Electronic technology,Semiconductors,15.930449602106,4
600604,Shanghai Shibei Hi-Tech Co. Ltd. Class A,1000791179.15568,USD,,,-2.40567727163775,-0.41134829550717883,-1.72293263325318,-5.68566961868777,1.35813646444468,14.7309153061288,-3.68518773340926,-28.7813114662756,-0.14994513102765542,1.7377390346379202,1.3387452221003497,China,1.1668348588895907,1827177.4784000001,USD,-18.31238779174148,-17.272727272727277,-19.75308641975309,-15.74074074074075,4.55,CNY,4.368100989629775,4.871576994023217,61.28073241998374,Producer manufacturing,Industrial machinery,0.712806826042015,4
HPK,"HighPeak Energy, Inc.",1000756132.2,USD,,,-5.8167207153674,3.263509473218601,-4.58315832386223,-9.56986889707163,0.6688931989845,20.6989213062006,17.3718001433934,1.95388013560987,1.0193358525445846,0.809512488538719,3.893214441061331,United States,-1.2231296598518115,-10560000,USD,66.03773584905662,67.79661016949153,-8.965517241379304,-30.768625599874127,7.92,USD,7.107802895308275,6.985916757834,60.386202825938454,Energy minerals,Oil & gas production,0.710808590428847,3
603990,"Suzhou MedicalSystem Technology Co., Ltd. Class A",1000706841.82056,USD,378.125,,2.10771837565312,1.6047138857600471,1.56958863322291,2.33569359395427,2.34859380984397,53.1844075112602,5.61407885445603,13.0700529586554,1.2821754625284825,0.312621889616792,3.723822354835811,China,-0.7382557754212608,-316204.6464,USD,59.735973597359724,61.65664662658649,60.264900662251655,70.33748690361641,24.2,CNY,19.51134126924836,17.338145988801752,69.10715164103084,Technology services,Packaged software,8.28914585814189,8
4585,"Techman Robot, Inc.",1000524987.1295,USD,,,,,5.60986182408081,6.62351381167233,,47.9937654183783,6.09874896753462,7.48424204006926,32.86749482401657,,55.780538302277435,Taiwan,13.663173434974576,7932982.9399999995,USD,-8.727810650887575,-10.709117221418234,-34.77801268498943,-34.77801268498943,308.5,TWD,308.96885138810177,334.2564113638744,52.566181557980634,Producer manufacturing,Industrial machinery,,
600158,"China Sports Industry Group Co., Ltd. Class A",1000276241.4693599,USD,,,-7.31176360675249,-6.091320029828239,-3.50984701994354,-7.65469353230903,2.1019219777451,21.2406133005319,-9.72721077216849,-9.99323427032917,-11.516133694851623,0.083881531430004,-3.857375858594518,China,6.673994701004135,20409991.764000002,USD,-17.18213058419244,-25.84615384615384,-15.438596491228072,-37.348353552859614,7.23,CNY,7.665973678204039,8.996714865681001,53.398988228159844,Finance,Real estate development,4.60597133796204,5
300443,"Jinlei Technology Co., Ltd. Class A",1000256679.5090399,USD,20.477214942303934,,5.24941087579134,6.188302553231597,4.8050217838352,5.25443376205151,7.25596185045208,26.4993891978503,15.1515155551792,12.6820094932016,149.74062279065555,0.00239076992609046,244.6265219583124,China,-18.02332541455088,-63894493.7936,USD,-25.718339836821567,-21.719626168224295,-9.272097053726158,-37.789661319073076,20.94,CNY,22.07524249661074,25.15931331378625,47.84473739533069,Producer manufacturing,Electrical products,10.0205698991046,7
300525,Fujian Boss Software Corp. Class A,1000078605.01656,USD,38.84297520661157,,6.00991045011921,5.0734275092263035,4.07923464788883,6.86142851759202,3.12961880226857,60.49251229383,9.61001523212057,8.71787908290189,10.625813902863943,0.255464890303093,14.88714792396366,China,10.061192223465405,28662419.2368,USD,-35.75539568345324,-32.039573820395745,-42.05061648280338,-15.710420341949161,8.93,CNY,8.558264388805263,10.792583083179842,58.569054161477624,Technology services,Packaged software,5.25763891359537,4
ABR,Arbor Realty Trust,999951100.4112151,USD,83.48909657320874,13.982584378114124,0.521550962547781,,0.413334869377498,2.00577852510109,0.545680721755067,95.7724938768297,74.5540366680044,12.2872993144361,1.3209481987244884,3.9907888413515797,1.3540243019736804,United States,32.72960443411667,396347000,USD,-30.838709677419352,-32.065906210392896,-54.38297872340426,-70.75831969448991,5.36,USD,5.390998351587354,7.277436331062204,57.858937436971004,Finance,Real estate investment trusts,0.247223378718336,
VAC,Pierre et Vacances SA,999901913.34618,USD,16.281494352736754,,2.1638333796775,10.7986329345769,1.40917473490088,,0.546253573168378,31.9255333226541,13.9315626183666,1.80380626748879,1.3357167072456624,,2.921343524311441,France,12.971718456427435,284117986.56,USD,-0.21299254526090425,0.2139037433155082,9.334889148191374,5.43972130695,1.874,EUR,1.8464889947407905,1.7829759043197424,58.54306898270555,Consumer services,Hotels/Resorts/Cruise lines,0.646627761523348,8
688366,"Shanghai Haohai Biological Technology Co., Ltd. Class A",999803560.0680001,USD,31.798266965241943,,4.1602517240091,0.9105391635067892,3.39655713242697,4.21614965980416,3.73136527545967,65.1415708664079,10.1229855658774,10.2015965262813,11.709816439282005,0.0766833377158852,21.43025638624345,China,18.62490254136683,65513232.7328,USD,-25.974614687216683,-30.392156862745107,-39.85267034990792,-78.92706898145187,32.66,CNY,32.376789386394485,39.74925627359012,55.87726253883095,Distribution services,Medical distributors,6.45664686434143,6
300435,Hangzhou Zhongtai Cryogenic Technology Corp. Class A,999536701.0737599,USD,16.737059227973674,,11.9731661027208,13.354415250279022,8.7018109157966,12.0034071104261,2.35885304480475,28.6820874975573,19.0713089861277,16.4083815203091,138.83893370068017,0.0288307685912015,172.44638686160013,China,16.443541371135975,64521324.787200004,USD,-24.333925399644762,-42.27642276422764,-0.5253940455341498,18.16920943134535,17.04,CNY,19.291765720933345,21.47773240023687,42.42436385254738,Producer manufacturing,Industrial machinery,7.34511329355505,6
000517,"Rongan Property Co., Ltd. Class A",999527496.56904,USD,,,-18.4087109711325,-17.992568994755885,-8.74137839723037,-22.7730052513134,1.68941659361995,8.46288691587279,-20.5800515990138,-20.6354511426444,-15.522103520553602,0.311533077252781,-14.907494577969532,China,25.14465997410864,199581155.04320002,USD,27.07182320441988,3.1390134529147913,21.69312169312169,-7.630522088353429,2.3,CNY,1.8870326777104616,1.9319315840474507,80.00953252535258,Finance,Real estate development,1.20688289480695,5
000755,"Shanxi Hi-speed Group Co., Ltd. Class A",999484803.6242399,USD,14.570982839313572,,4.16730615016572,6.791788572128876,3.81028206714518,8.48504156933661,1.12987309038885,52.0860542789985,47.5533780572271,28.6472584656687,4.951134363225165,1.04173304559918,8.304461711332001,China,71.1943303987798,165289833.0552,USD,-7.5247524752475226,-12.382739212007507,-6.78642714570858,38.98809523809524,4.67,CNY,4.70908322545596,4.958625949389415,50.86298678771272,Transportation,Other transportation,1.28849783374418,7
000777,"SUFA Technology Industry Co., Ltd., CNNC Class A",999424058.24664,USD,42.909356725146196,,6.63799963220251,1.5204000348643605,4.3178803170214,6.721350658149,1.8737118807322,20.1784401033163,3.72446686126294,9.85448145850371,10.210668183831503,0.216856284071825,19.009650172078818,China,11.808443979007688,29103771.0672,USD,-32.81190385349104,-28.41463414634147,-17.787114845938383,56.67259786476867,17.61,CNY,17.922471202712703,20.125108849746876,50.70403984378667,Producer manufacturing,Industrial machinery,5.48141635555519,7
CYIENT,Cyient Limited,999316255.297368,USD,25.073443008225617,13.651631477927063,,,,,,20.9047632151014,9.25401062161195,5.88728983792411,11.0625,,15.638157894736842,India,10.047879805178724,78090979,USD,-23.521505376344088,-19.099526066350712,-26.801029159519725,-10.157894736842104,853.5,INR,864.5318964284072,982.1918695788041,48.9912677724147,Technology services,Packaged software,,
PRMD,iPROMOMED,999122034.375,USD,,,,,,,,,,,,,,,,,,-1.788577772295547,-5.9754369390647035,-6.362460308126534,2.076923076923083,398.1,RUB,373.13982047429107,389.1143807829578,68.4063588422924,,,,
RERE,ATRenew Inc.,998762823,USD,18.258426966292134,8.537308136602947,10.9473918878772,13.119853695359229,7.54931683052527,11.1480408039208,2.4180297232087,20.1060743464923,1.96659523715409,1.59770006598171,68.55481719337325,0.0911741705007425,87.8155006428484,China,-2.6550845909913665,-77742650,USD,-15.584415584415583,-25.653594771241835,28.89518413597734,-64.28571428571429,4.55,USD,4.20589840350925,4.44114394218081,64.17812945531283,Retail trade,Electronics/Appliance stores,5.76046107895089,
688787,Beijing Haitian Ruisheng Science Technology Co. Ltd. Class A,998704134.8971199,USD,293.8378378378378,,2.95459297879942,2.40576577082835,2.62826030586279,2.96176734575576,5.10255573197628,42.69161402642,2.00706431365346,3.75815636523957,15.656720091720363,0.0172782395138296,58.371852277790566,China,-6.987418246945315,-3752700,USD,-8.638655462184873,-27.553808222829343,-14.849624060150383,-11.331613736122689,108.72,CNY,117.83476110202287,126.15910650240073,48.73601148990911,Commercial services,Miscellaneous commercial services,40.620272750308,6
SBNC,"Southern Bancshares (N.C.), Inc.",998573015,USD,,,,,,,0.148401641457862,,45.22949974213512,35.56712040466554,,0.023412381560736703,,United States,26.95160108131113,68394000,USD,26.19047619047619,15.217391304347826,50.56818181818182,159.80392156862746,13250,USD,11945.641859572806,10107.911780950139,70.86888796635162,Finance,Regional banks,,
373,Allied Group Limited,998479818.4070199,USD,3.5781990521327014,,4.3243085597628,,1.9611517192152,5.05685868147884,1.16517479432573,62.197728365315,42.6195040862781,12.8820568661635,15.422142214221422,0.399107372757703,16.077047704770475,Hong Kong,8.109423055759885,179856846,USD,-3.2051282051281937,-30.945121951219505,34.02366863905326,-26.46103896103896,2.265,HKD,2.2973469407143865,2.4159846881645985,54.09508393435011,Finance,Finance/Rental/Leasing,1.11810065593146,
600325,"Zhuhai Huafa Properties Co.,Ltd Class A",998355992.3016,USD,,,-9.3417280728829,-2.3642002470671395,-2.77956502025907,-73.8182634356113,2.02049661336704,8.27567026124505,-5.15611677323705,-11.418784465117,-2.0862060103528046,15.2174292202301,-1.8494126811331961,China,15.727326617890172,1869756802.0272,USD,-41.371158392435,-44.51901565995525,-48.54771784232366,-57.6068376068376,2.48,CNY,2.591467014615141,3.539528578562872,49.555824698946324,Finance,Real estate development,0.675828379884841,5
002067,"Zhejiang Jingxing Paper Joint Stock Co., Ltd. Class A",998071415.56344,USD,57.81250000000001,,1.40746300503911,-0.832632407384835,1.12485395300962,1.60058341856457,1.92687695590162,5.31641729793824,-0.893903897075245,0.929250197622169,-0.794082061624026,0.272152869314947,4.15263023972213,China,-10.852674586764326,-92594118.3704,USD,-19.710669077757682,-21.27659574468084,-0.44843049327353307,24.36974789915968,4.44,CNY,4.330692781749736,4.729709503415717,55.67929318081397,Process industries,Pulp & paper,3.11344811292443,7
BRYAT,Borusan Yatirim ve Pazarlama AS,997952446.8514701,USD,11.401424591644428,,14.1623147606135,,13.3231110810938,14.1623147606135,72.1325655664705,,94.5420286540146,107.389088777401,3791.112719579076,0,3791.112719579076,Turkey,38.24003375177735,37808177.264,USD,-16.007276034561166,-23.009587328053357,-16.72678088367899,411.6343490304709,1847,TRY,1866.3974073839513,2059.770661527512,54.03446807483861,Miscellaneous,Miscellaneous,18.9191168273654,
LTA,ALTAMIR Act porteur,997799358.337317,USD,,149.375,-4.99624794326279,,-4.65725901359479,-4.99624794326279,0.255373965000151,-3778.57913184147,-22771.6160322557,-18827.9697419054,-29.19259642429163,0.0614046174632471,-29.19259642429163,France,2240.4256231770382,8588686.590699999,USD,-20.333333333333336,-16.72473867595819,-17.301038062283737,3.0172369389121934,23.9,EUR,23.754930059918408,25.370182800904193,54.11071753919764,Miscellaneous,Investment trusts,6.53199441816062,
600828,"Maoye Commercial Co., Ltd. Class A",997676019.3072,USD,,,-2.6310868910902,1.372181244646821,-1.55880016376899,-4.05833856458566,0.429660067292014,33.5024598858351,10.6452394580698,-10.5028600033655,0.8682695583219018,0.805633225803896,3.1788267630495093,China,15.650089244441908,52363610.388000004,USD,-30.902777777777775,-39.23664122137405,-4.096385542168683,8.7431693989071,3.98,CNY,3.947579331924582,4.627528021264435,59.56537234044735,Retail trade,Department stores,0.792809795404363,6
NNE,Nano Nuclear Energy Inc.,997174535.6562334,USD,,,-8.55894171941075,-12.489793438736681,-8.43949799995296,-8.61128258320052,95.7240218098184,,,,,0.004367226411230001,,United States,,-28071300,USD,-26.16302186878727,-31.14571746384872,-49.810810810810814,415.8333333333333,18.57,USD,19.845609586199796,25.201677975675164,51.237515656258076,Producer manufacturing,Electrical products,80.4319343646003,4
4019,Specialized Medical Company,997162439.10661,USD,,,,,,,,24.412487731209,15.8178119010335,17.3047436406406,4.601085640970014,,6.360441370795056,Saudi Arabia,12.729981307520994,52134133.326,USD,-15.583700440528634,-23.731343283582092,-24.48275862068966,-37.42857142857143,15.33,SAR,16.073598421726953,17.905912960344384,45.696988525436225,Health services,Hospital/Nursing management,,
301628,"Shenzhen Q&D Circuits Co., Ltd. Class A",997112140.88472,USD,54.40494590417311,,9.79192114791699,10.525582539325667,7.69108531269597,10.1727022410606,2.13224572967407,28.8405393615813,13.8244360126712,12.7288760785443,48.87319155141142,0.044189955564890505,68.0050958772493,China,-19.75434760157879,-26820601.2248,USD,-4.811267605633798,-20.022720817949438,-3.451428571428567,-23.891891891891888,84.48,CNY,90.00130426653863,97.87028046584406,52.39514670883579,Electronic technology,Electronic components,11.5651167359551,
LSS,Lectra SA,997081011.96669,USD,38.14961933134724,,5.528728308173,5.593197729282668,2.80903174083469,6.9693923722354,0.667882862738446,64.8409224563578,6.62694826082323,5.12379275912017,4.955142393389406,0.394171199472693,11.086616496975063,France,13.80053440266491,82135833.32,USD,-8.349900596421463,0.2173913043478292,-7.056451612903226,-30.676691729323306,23.05,EUR,18.833360461193415,19.529227993723513,81.86124094969209,Technology services,Packaged software,1.67084716606178,6
002664,"Xinzhi Group Co., Ltd. Class A",996962460.58416,USD,42.703694000523974,,2.98747914316585,3.531733889168328,1.43520452210239,4.46794705015738,1.08881869218664,10.1393249647539,2.7668146553576,2.19278385778337,1.9970528385631372,1.64390812288585,5.645201395678339,China,-6.404778557866493,-55818237.3584,USD,-31.512605042016805,-39.629629629629626,-33.08702791461412,-3.264094955489618,16.3,CNY,17.255846535397602,20.35688748768775,49.412217530010665,Producer manufacturing,Auto parts: OEM,1.62811240958411,5
VIVA3,Vivara Participacoes SA,996757682.1929,USD,8.693905427664617,8.011450005812373,15.9217204633088,19.45048319413829,13.1686235616962,20.7812433474054,4.143314232526,64.5582826592543,23.8124477652438,20.4687132297618,5.526822263632948,0.398724468508385,6.698868490272313,Brazil,13.182060736295426,72651675.82200001,USD,-35.36439665471922,-26.394557823129244,-25.250431778929183,-30.373230373230367,21.64,BRL,22.566145503417758,25.226307554950946,43.01019197470911,Consumer durables,Other consumer specialties,3.96789879747009,5
ARDX,"Ardelyx, Inc.",996750305,USD,,479.1566842357452,-14.8806518399786,-8.5555831750575,-10.6845541804455,-38.6090163025396,3.34235365300257,89.5423745458116,-10.0601492683885,-15.122999116174,-1.4429537291358545,1.71924597182796,-1.3352348756954715,United States,-10.796179907689286,-43975000,USD,-31.506849315068493,-45.50408719346049,-22.92870905587669,159.74025974025975,4,USD,5.2956612471441264,5.7524236641445015,18.65690344293003,Health technology,Pharmaceuticals: major,0.576237012215793,3
600841,"Shanghai New Power Automotive Technology Co., Ltd. Class A",996451882.22496,USD,2.581334282789621,,63.5240876724447,-10.952490677203148,25.6191747785538,64.1077612689023,1.57598019458188,7.11741738652415,-12.3278382617032,50.1465268812039,-6.754247412363013,0.257265677671357,-4.528025199250199,China,7.203920365322182,58983117.2896,USD,-4.761904761904763,-45.94594594594595,-16.905444126074507,-43.852855759922555,5.8,CNY,6.3253714048100935,7.095514570277786,45.95675573424925,Consumer durables,Motor vehicles,1.90738425762539,7
ACCESSCORP,Access Holdings Plc,996313714.1208259,USD,2.01534681208777,,12.1664851034274,6.503832600826918,1.61229985271532,21.0663298492654,0.495396389003929,,37.05105085372739,21.864748213694682,,1.9200944439526402,,Nigeria,58.432926151035915,2099202005.9999998,USD,27.79043280182233,15.909090909090914,1.2635379061371892,186.22448979591834,28.05,NGN,25.532946295693574,24.798390573848366,65.96311431087439,Finance,Major banks,,
7780,"Menicon Co., Ltd.",996303873.132355,USD,21.223782386463782,,4.47427572817962,7.193585760338782,3.70791611072969,7.90696389602497,2.31565886342956,53.8330480474503,8.14935711157995,4.71000358265993,12.637037037037038,0.847854112950179,25.99135802469136,Japan,-2.6838103578679195,-21230558,USD,27.312775330396477,19.845971563981042,68.58333333333333,-51.07617896009673,2023,JPY,1722.174173515299,1607.1799697645633,71.58708384480911,Health technology,Medical specialties,2.25968996990447,
MMS,Mcmillan Shakespeare Limited,996081370.46156,USD,14.681674287724237,13.574557623574332,12.1648070900546,19.613709750876026,6.65166220163185,88.0727733176227,1.13180186564633,39.0549949180288,27.7274948576398,17.7989769165163,3.766735662358643,7.2669712562100806,5.570350363489499,Australia,-11.310405312750266,-40026894.6,USD,22.189695550351306,19.257142857142863,15.303867403314912,58.10606060606062,20.87,AUD,19.363263462180768,17.74396176771943,69.97714172896681,Finance,Finance/Rental/Leasing,1.30439845758047,3
DQ,DAQO New Energy Corp.,996045552,USD,,,-4.30264746999279,-5.3397460541975645,-2.96655978030676,-4.30264746999279,6.01742151276137,-20.7165453138267,-41.6516008806533,-25.6252113342801,,0,,China,-33.380972179706944,-222709450,USD,-51.266666666666666,-41.98412698412699,-32.28346456692914,-75.81472291149711,14.62,USD,14.02514308035752,19.279683614648416,65.49451902284783,Process industries,Chemicals: specialty,2.2513921605963,5
603466,"Shanghai Fengyuzhu Culture Technology Co., Ltd. Class A",995851323.9422399,USD,,,-0.591754244127184,-1.505098068686476,-0.352638622170768,-0.734321604666141,2.1810285756415,22.3519039456796,-1.12148543605716,-1.10929869137859,-0.6640129378195929,0.265850880457675,-0.04749490766401456,China,12.277255051800703,29073111.8656,USD,21.413276231263385,2.9972752043596738,4.8059149722735635,2.240051488739073,11.34,CNY,10.797437168833282,10.364351759731578,55.266229954814335,Technology services,Information technology services,2.62427701858988,5
