Symbol,Stock,%▼,"Ownership
count",Hold Price*,Max %,"Current
Price","52 Week
Low","% Above
52 Week
Low","52 Week
High"
SCHW,Charles Schwab Corp.,0.338,11,$92.27,6.56,$106.96,$83.72,27.76,$114.53
ADI,Analog Devices,0.319,11,$397.17,7.97,$361.16,$220.71,63.64,$444.56
AMR,Alpha Metallurgical Resources Inc.,0.318,1,,26.11,$218.29,$133.64,63.34,$253.82
MKL,Markel Group Inc.,0.309,5,$1953.01,10.89,$1771.83,$1719.41,3.05,$2207.59
UNH,United Health Group Inc.,0.302,17,$415.63,6.05,$389.73,$254.51,53.13,$461.62
TMO,Thermo Fisher Scientific,0.301,11,$501.36,9.81,$603.65,$434.83,38.82,$647.00
KHC,Kraft Heinz Co.,0.299,9,$23.61,12.80,$24.39,$20.34,19.91,$27.65
PYPL,PayPal Holdings Inc.,0.294,8,$43.18,10.61,$53.08,$38.12,39.24,$78.34
RKT,Rocket Companies Inc.,0.290,5,$15.75,11.65,$13.01,$12.17,6.90,$24.36
CVI,CVR Energy Inc.,0.289,1,,23.73,$49.07,$19.50,151.64,$49.65
VFC,V.F. Corp.,0.287,2,$16.68,23.36,$12.48,$12.48,0.00,$22.00
BABA,Alibaba Group Holdings,0.281,9,$95.98,16.92,$108.64,$91.99,18.10,$190.92
CAT,Caterpillar Inc.,0.275,6,$1064.90,19.65,$803.26,$415.76,93.20,$1071.47
CNH,CNH Industrial NV,0.271,5,$11.23,17.11,$13.44,$8.91,50.84,$14.46
WM,Waste Management Inc.,0.267,3,$222.88,17.30,$214.39,$191.77,11.80,$247.15
ORLA-OLD,Orla Mining Ltd,0.264,3,$9.73,21.55,$9.45,$8.43,12.10,$21.95
CP,Canadian Pacific Kansas City,0.261,7,$86.65,7.44,$88.79,$67.98,30.61,$96.90
LYV,Live Nation Inc.,0.257,8,$183.11,7.69,$168.91,$125.34,34.76,$189.25
APP,Applovin Corp.,0.257,4,$515.25,14.50,$316.28,$297.50,6.31,$745.61
ASH,Ashland Global Holdings Inc.,0.256,2,$65.89,17.47,$71.03,$45.04,57.70,$77.80
GM,General Motors,0.255,7,$77.08,11.46,$85.80,$53.87,59.27,$91.66
LEN,Lennar Corp.,0.255,4,$90.49,11.82,$77.59,$77.08,0.66,$137.93
BKNG,Booking Holdings Inc.,0.252,6,$178.24,8.46,$174.46,$149.76,16.49,$223.49
RPRX,Royalty Pharma plc,0.250,3,$56.07,8.82,$59.28,$33.97,74.51,$64.38
VRT,Vertiv Holdings Co.,0.250,3,$334.82,20.37,$247.46,$132.58,86.65,$379.86
NFLX,Netflix Inc.,0.248,11,$71.40,5.41,$75.78,$65.08,16.44,$126.70
CNI,Canadian Natl Railway Co.,0.247,6,$119.24,17.95,$120.77,$88.62,36.28,$130.84
DHR,Danaher Corp.,0.245,12,$190.48,7.64,$201.46,$160.60,25.44,$241.78
BAC,Bank of America Corp.,0.244,15,$56.98,9.20,$62.41,$45.64,36.74,$64.89
BDX,Becton Dickinson,0.238,7,$151.33,9.93,$175.79,$124.46,41.24,$191.94
QSR,Restaurant Brands International,0.238,3,$72.51,9.62,$76.38,$59.25,28.91,$81.88
GRBK,Green Brick Partners,0.237,2,$80.04,19.39,$67.12,$60.44,11.05,$83.18
CRM,Salesforce.com,0.235,10,$156.66,8.33,$243.61,$146.32,66.49,$268.27
AZN,AstraZeneca PLC,0.233,3,$187.18,19.03,$160.01,$90.90,76.03,$209.12
KKR,KKR & Co. L.P.,0.231,7,$91.78,8.95,$100.41,$82.35,21.93,$151.00
WFC,Wells Fargo,0.225,14,$82.64,3.11,$88.79,$72.36,22.71,$96.18
YETI,YETI Holdings Inc.,0.224,2,$49.56,18.33,$39.34,$31.66,24.26,$53.99
SGOV,Ishares 0 3 Month Treasury B,0.220,4,$100.67,10.59,$100.50,$96.84,3.78,$100.50
CACC,Credit Acceptance Corp.,0.220,2,$636.74,18.01,$601.39,$401.90,49.64,$668.86
RACE,Ferrari NV,0.216,4,$370.77,7.71,$407.80,$308.95,32.00,$498.75
PM,Philip Morris Intl.,0.212,10,$180.91,9.18,$189.58,$138.43,36.95,$207.76
SOLV,Solventum Corp,0.210,4,$77.15,15.02,$87.86,$62.38,40.85,$94.16
WBD,Warner Bros. Discovery Inc.,0.209,5,$26.66,11.68,$28.05,$12.00,133.75,$30.00
LAD,Lithia Motors Inc.,0.207,6,$290.49,13.20,$361.82,$238.86,51.48,$438.67
TXN,Texas Instruments,0.206,14,$298.07,3.93,$258.16,$150.20,71.88,$332.33
OMF,OneMain Holdings,0.200,4,$60.97,10.08,$62.04,$44.20,40.36,$68.16
EGO,Eldorado Gold Corp.,0.197,1,,16.18,$42.75,$24.30,75.93,$50.88
CPNG,Coupang Inc.,0.196,8,$17.37,6.89,$14.62,$14.48,0.97,$34.08
TKO,TKO Group Holdings Inc.,0.196,1,,16.07,$188.05,$173.96,8.10,$225.15
IFF,International Flavors & Fragrances Inc.,0.194,5,$79.22,5.43,$84.19,$58.13,44.83,$89.32
OXY,Occidental Petroleum,0.192,4,$48.57,7.02,$60.88,$38.26,59.12,$66.83
AON,Aon Plc,0.191,10,$331.69,4.91,$305.35,$303.10,0.74,$381.47
FWONK,Liberty Media Corp Formula One Series C,0.191,3,$95.14,7.73,$95.64,$80.15,19.33,$109.36
GXO,Gxo Logistics Inc.,0.189,1,,15.46,$45.42,$45.00,0.93,$66.85
EPD,Enterprise Products Partners LP,0.188,6,$36.76,13.46,$39.38,$28.18,39.74,$39.70
APTV,Aptiv PLC,0.187,2,$61.38,14.51,$45.15,$44.43,1.62,$78.49
AER,AerCap Holdings N.V.,0.185,3,$145.78,7.16,$140.35,$117.73,19.21,$158.38
ALC,Alcon Inc.,0.185,2,$67.33,15.19,$66.82,$61.84,8.05,$87.22
PEP,PepsiCo Inc.,0.184,12,$135.40,5.27,$136.82,$131.99,3.66,$166.41
MU,Micron Technology Inc.,0.184,5,$1154.29,15.06,$980.39,$138.12,609.81,$1254.81
CMCSA,Comcast Corp.,0.183,14,$24.55,3.15,$25.16,$21.28,18.23,$32.04
LLY,Eli Lilly & Co.,0.183,7,$1199.42,6.89,$1124.80,$707.59,58.96,$1292.65
KO,Coca Cola Co.,0.182,9,$81.27,10.86,$88.08,$64.04,37.54,$92.49
BLK,BlackRock Inc.,0.181,6,$961.57,9.93,$1064.12,$907.59,17.25,$1194.41
DASH,DoorDash Inc.,0.181,4,$184.53,7.46,$200.82,$143.30,40.14,$285.50
PVH,PVH Corp.,0.179,4,$74.26,9.92,$68.39,$59.55,14.84,$100.69
HGV,Hilton Grand Vacations Inc.,0.177,2,$52.37,14.48,$39.30,$36.79,6.82,$55.40
SIRI,SiriusXM Holdings Inc,0.175,5,$29.54,5.59,$28.83,$19.15,50.55,$32.37
ICE,Intercontinental Exchange Inc.,0.174,6,$123.11,4.90,$155.77,$121.79,27.90,$174.83
BAYRY,Bayer Ag Sponsored ADR,0.172,1,,14.12,$14.31,$7.46,91.82,$15.23
ACN,Accenture,0.170,12,$124.44,4.86,$177.81,$116.75,52.30,$285.21
BAX,Baxter International Inc.,0.170,7,$21.32,4.09,$24.06,$15.72,53.05,$29.99
CCL,Carnival Corp.,0.170,2,$28.57,12.78,$22.37,$22.34,0.13,$33.49
TOL,Toll Brothers,0.169,4,$164.75,10.71,$132.14,$122.93,7.49,$167.75
TRMD,Torm Plc,0.169,2,$25.79,13.87,$34.53,$16.70,106.77,$34.57
OKTA,Okta Inc.,0.168,1,,13.80,$172.09,$62.66,174.64,$179.31
TSLA,Tesla Inc.,0.167,6,$420.60,7.44,$364.22,$297.38,22.48,$498.83
DG,Dollar General,0.167,5,$115.11,8.66,$122.48,$93.78,30.60,$156.68
IONS,Ionis Pharmaceuticals Inc.,0.167,1,,13.70,$55.21,$50.01,10.40,$86.74
ROP,Roper Technologies Inc.,0.165,4,$338.39,7.80,$388.80,$305.19,27.40,$517.59
ORCL,Oracle Corp.,0.164,14,$146.55,4.51,$154.74,$114.50,35.14,$341.82
APH,Amphenol Corp.,0.164,7,$88.16,8.29,$80.16,$57.93,38.37,$89.26
SPOT,Spotify Technology S.A.,0.163,7,$459.13,4.96,$522.51,$405.00,29.01,$745.00
KEX,Kirby Corp.,0.161,1,,13.22,$138.80,$79.52,74.55,$157.69
PG,Procter & Gamble,0.160,9,$146.64,4.38,$143.13,$134.62,6.32,$164.77
GIL,Gildan Activewear Inc.,0.160,1,,13.10,$48.92,$46.35,5.54,$72.73
AJG,Arthur J. Gallagher & Co.,0.159,6,$229.57,6.43,$243.22,$189.61,28.27,$309.90
XRAY,DENTSPLY SIRONA Inc.,0.159,3,$10.61,12.18,$10.50,$9.41,11.58,$14.76
PFE,Pfizer Inc.,0.158,10,$24.08,3.07,$27.52,$22.03,24.92,$29.21
USB,U.S. Bancorp,0.157,6,$60.41,5.56,$62.12,$43.76,41.96,$66.08
ADP,Automatic Data Processing Inc.,0.157,6,$223.95,4.93,$266.98,$186.74,42.97,$291.13
VMC,Vulcan Materials,0.157,6,$295.01,5.62,$249.96,$248.54,0.57,$329.20
MDLN,Medline Inc Cl A,0.157,4,$39.44,6.28,$32.62,$32.49,0.40,$50.88
INTU,Intuit Inc.,0.156,8,$261.00,6.62,$312.52,$251.72,24.15,$697.25
SHW,Sherwin-Williams,0.155,7,$344.32,4.50,$316.82,$289.19,9.55,$375.09
NEM,Newmont Corp.,0.155,4,$93.40,6.25,$126.32,$75.34,67.67,$135.01
SGI,Somnigroup International Inc.,0.155,2,$78.40,8.30,$65.43,$60.08,8.90,$97.86
EXE,Expand Energy Corp.,0.154,1,,12.64,$97.16,$84.48,15.01,$124.43
HD,Home Depot,0.153,10,$352.68,5.61,$304.42,$284.85,6.87,$415.00
GEHC,GE HealthCare Technologies Inc.,0.153,8,$64.01,4.67,$64.64,$58.72,10.08,$89.64
EG,Everest Group Ltd,0.153,4,$357.23,11.28,$369.91,$295.27,25.28,$398.90
DE,Deere & Co.,0.152,7,$634.33,6.56,$676.58,$429.14,57.66,$705.88
CRH,CRH plc,0.152,5,$107.00,5.14,$87.14,$87.14,0.00,$130.09
UHAL.B,U Haul Holding Co Non Voting,0.152,4,$57.70,4.42,$55.97,$39.58,41.41,$66.90
ALK,Alaska Air Group,0.151,2,$52.20,10.58,$39.89,$33.03,20.77,$65.88
WAT,Waters Corp.,0.150,8,$375.04,6.25,$401.48,$282.77,41.98,$426.22
MSI,Motorola Solutions Inc.,0.148,8,$415.29,5.63,$462.67,$357.34,29.48,$494.85
TRU,TransUnion,0.148,3,$72.14,5.94,$76.69,$63.28,21.19,$94.90
INTC,Intel Corp.,0.147,7,$139.63,4.62,$100.95,$24.05,319.75,$142.35
JPM,JPMorgan Chase & Co.,0.146,15,$327.33,3.54,$352.33,$276.43,27.46,$366.50
HEI.A,HEICO Corp. CL A,0.146,4,$257.91,6.38,$230.95,$199.25,15.91,$279.52
UNP,Union Pacific,0.145,11,$272.00,5.95,$285.14,$206.49,38.09,$314.53
SW,Smurfit Westrock Plc,0.143,3,$46.26,7.56,$42.18,$31.79,32.68,$51.52
PPLI,People Inc.,0.143,3,$46.16,7.54,$37.23,$29.56,25.95,$48.32
FBIN,Fortune Brands Innovations Inc.,0.141,5,$54.90,4.83,$39.50,$31.92,23.75,$63.70
RBC,RBC Bearings Inc.,0.141,2,$644.06,10.70,$474.50,$364.50,30.18,$667.69
PGR,Progressive Corp.,0.140,7,$218.45,4.79,$215.64,$187.79,14.83,$239.38
OSK,Oshkosh Corp.,0.140,5,$153.48,6.69,$147.28,$115.83,27.15,$178.55
ET,Energy Transfer LP,0.140,4,$19.12,7.18,$21.72,$15.10,43.84,$21.80
SN,Sharkninja Inc,0.139,5,$152.27,10.67,$163.69,$83.12,96.93,$194.54
SYK,Stryker Corp.,0.139,4,$314.84,6.72,$270.66,$270.66,0.00,$389.48
KOF,Coca-Cola FEMSA S A CV,0.138,3,$106.25,9.34,$110.48,$76.77,43.91,$117.09
EQT,EQT Corp.,0.137,3,$53.17,6.19,$55.07,$47.79,15.23,$67.84
LRCX,Lam Research,0.136,7,$433.33,5.72,$299.37,$104.03,187.77,$438.50
BA,Boeing Co.,0.136,6,$216.47,3.38,$204.70,$176.77,15.80,$254.35
JNJ,Johnson & Johnson,0.135,12,$253.97,3.96,$266.72,$169.51,57.35,$281.07
DB,Deutsche Bank AG,0.135,4,$33.86,10.80,$40.28,$27.13,48.47,$41.62
MAT,Mattel Inc.,0.135,2,$13.88,8.92,$13.67,$12.73,7.38,$22.48
BLDR,Builders FirstSource Inc.,0.134,6,$89.48,5.60,$58.49,$58.49,0.00,$148.91
UAA,Under Armour Inc.,0.134,1,,10.98,$4.87,$4.13,17.92,$8.15
TEL,TE Connectivity plc,0.133,8,$201.61,3.93,$204.22,$189.53,7.75,$250.61
QCOM,QUALCOMM Inc.,0.133,7,$184.79,3.66,$178.32,$120.88,47.52,$257.56
SLB,Schlumberger Ltd.,0.132,8,$46.49,4.36,$56.21,$30.88,82.03,$60.15
DHI,D.R. Horton,0.132,4,$162.88,6.59,$135.15,$130.96,3.20,$179.32
BFAM,Bright Horizons Family Solutions Inc.,0.132,2,$70.88,8.28,$63.88,$57.63,10.85,$115.32
CB,Chubb Limited,0.131,6,$340.74,4.79,$338.21,$262.86,28.67,$365.91
PHM,PulteGroup Inc.,0.131,3,$137.21,8.64,$115.65,$108.26,6.83,$143.88
FISV,Fiserv Inc.,0.130,9,$49.05,2.79,$49.11,$47.04,4.40,$136.60
CBRE,CBRE Group,0.130,7,$134.69,3.67,$137.78,$121.69,13.22,$174.27
RYN,Rayonier Inc.,0.129,1,,10.54,$20.05,$19.25,4.16,$24.84
AIIR,Air Holdings Ltd,0.129,1,,10.61,$7.66,$5.29,44.80,$13.37
TSN,Tyson Foods,0.128,6,$57.25,3.11,$52.79,$48.84,8.09,$68.27
NCLH,Norwegian Cruise Line Hlgs Ltd.,0.128,3,$21.11,4.23,$14.48,$14.48,0.00,$27.18
FLG,Flagstar Financial Inc.,0.127,2,$14.94,9.62,$13.23,$10.54,25.52,$15.43
GEV,Ge Vernova Inc,0.126,10,$1174.86,3.91,$923.20,$529.18,74.46,$1195.94
TDS,Telephone & Data Systems,0.125,2,$37.01,5.17,$37.44,$31.51,18.82,$49.07
HHH,Howard Hughes Holdings Inc.,0.125,1,,10.23,$61.45,$61.01,0.72,$91.07
SE,Sea Ltd,0.124,8,$95.83,5.02,$108.05,$77.05,40.23,$199.30
TDW,Tidewater Inc.,0.124,3,$66.63,9.95,$92.11,$46.65,97.45,$101.58
ZS,Zscaler Inc.,0.124,1,,10.18,$163.56,$114.63,42.69,$336.99
NOW,ServiceNow Inc.,0.123,6,$99.28,4.59,$131.42,$81.24,61.77,$194.73
CI,Cigna Group,0.122,7,$275.68,2.67,$279.99,$234.20,19.55,$308.48
EFX,Equifax Inc.,0.121,9,$158.73,2.27,$166.69,$150.31,10.90,$268.77
FDX,FedEx Corp.,0.120,7,$313.13,3.18,$311.62,$175.76,77.30,$344.07
APD,Air Products & Chemicals,0.118,7,$293.18,3.96,$293.73,$224.64,30.76,$314.87
CSGP,CoStar Group Inc.,0.118,4,$28.32,6.49,$29.68,$25.89,14.64,$90.72
EWBC,East West Bancorp,0.118,1,,9.68,$128.61,$90.34,42.36,$137.47
URI,United Rentals,0.116,6,$1132.89,5.14,$981.41,$698.94,40.41,$1177.15
ABNB,Airbnb Inc.,0.116,5,$143.10,3.59,$167.60,$110.81,51.25,$193.45
RYAN,Ryan Specialty Holdings Inc,0.116,2,$37.76,9.09,$38.64,$29.07,32.92,$58.44
MRK,Merck & Co.,0.115,10,$128.49,4.43,$144.88,$75.81,91.11,$156.92
MRSH,Marsh,0.115,6,$166.67,3.98,$176.90,$155.72,13.60,$204.56
TECH,Bio-Techne Corp.,0.115,5,$70.65,3.68,$72.24,$43.07,67.73,$72.58
ACHC,Acadia Healthcare Co.,0.114,2,$29.53,6.00,$28.46,$11.43,148.99,$35.83
EVH,Evolent Health Inc.,0.114,1,,9.34,$4.13,$2.10,96.67,$10.06
GPC,Genuine Parts,0.110,6,$117.98,6.13,$133.80,$89.11,50.15,$147.43
IDXX,IDEXX Laboratories,0.110,6,$526.44,3.93,$508.18,$507.80,0.07,$769.98
REGN,Regeneron Pharmaceuticals,0.110,3,$623.54,4.95,$797.92,$538.24,48.25,$859.34
VTRS,Viatris Inc.,0.110,3,$15.88,5.13,$16.35,$9.10,79.67,$18.25
NU,Nu Holdings Ltd,0.108,5,$13.36,4.29,$15.00,$11.20,33.93,$18.98
NBR,Nabors Industries Ltd.,0.108,1,,8.85,$90.45,$36.62,147.00,$112.90
FRPT,Freshpet Inc.,0.108,1,,8.87,$66.01,$46.45,42.11,$86.00
ZBH,Zimmer Biomet Holdings,0.107,7,$86.09,3.36,$91.77,$78.91,16.30,$106.03
DECK,Deckers Outdoor,0.107,2,$99.29,7.52,$79.49,$78.91,0.74,$122.29
LIN,Linde plc,0.106,7,$518.94,4.94,$461.22,$384.00,20.11,$546.40
CFRHF,Compagnie Financiere Richemont SA,0.106,1,,8.67,$215.66,$163.00,32.31,$254.24
MELI,Mercadolibre Inc.,0.105,7,$1697.39,5.10,$1912.55,$1495.00,27.93,$2548.50
DCH,Dauch Corp.,0.105,3,$5.42,3.97,$6.50,$4.92,32.11,$9.25
SYF,Synchrony Financial,0.105,3,$76.05,7.84,$75.49,$62.56,20.67,$87.67
CVX,Chevron Corp.,0.104,11,$165.76,4.67,$212.97,$142.51,49.44,$217.12
WTW,Willis Towers Watson plc,0.104,5,$261.37,3.44,$315.65,$239.74,31.66,$351.51
WEN,Wendy's Co.,0.104,4,$8.29,5.97,$7.48,$6.02,24.25,$9.51
DVN,Devon Energy Corp.,0.103,5,$41.32,4.49,$49.87,$30.89,61.44,$52.34
TFX,Teleflex,0.103,3,$126.76,4.91,$131.58,$99.39,32.39,$144.64
CGNX,Cognex Corp.,0.103,2,$72.42,7.60,$61.50,$34.45,78.52,$72.78
CPRT,Copart Inc.,0.102,6,$28.19,4.41,$31.19,$26.81,16.34,$49.05
AMD,Advanced Micro Devices,0.101,6,$580.91,5.12,$504.88,$149.85,236.92,$584.73
FCNCA,First Citizens Bancshares,0.101,3,$2080.78,5.32,$2153.57,$1617.01,33.18,$2294.10
VST,Vistra Corp.,0.101,3,$158.63,4.70,$148.29,$132.47,11.94,$218.91
CNX,CNX Resources Corp.,0.101,1,,8.25,$36.87,$28.82,27.93,$43.62
UPS,United Parcel Service,0.100,7,$107.50,2.95,$99.92,$76.95,29.85,$116.86
MDT,Medtronic plc,0.100,7,$78.23,2.76,$91.59,$72.65,26.07,$103.76
BCC,Boise Cascade Company,0.100,3,$77.63,7.47,$74.36,$64.38,15.50,$91.16
ABM,ABM Industries,0.099,5,$44.24,7.10,$48.74,$36.45,33.72,$50.95
ORLY,O'Reilly Automotive,0.099,4,$92.09,3.90,$85.26,$82.59,3.23,$108.72
CNQ,Canadian Natural Resources,0.098,3,$39.50,8.04,$50.94,$28.73,77.31,$52.45
ABG,Asbury Automotive Group Inc.,0.098,2,$201.08,7.91,$207.48,$172.01,20.62,$258.75
EWY,iShares MSCI South Korea ETF,0.097,2,$201.90,6.55,$182.86,$74.65,144.96,$220.89
CR,Crane Co,0.097,2,$223.07,7.82,$197.45,$159.16,24.06,$230.22
BMY,Bristol-Myers Squibb,0.096,8,$57.62,2.88,$63.94,$41.13,55.46,$68.64
MGM,MGM Resorts International,0.096,4,$47.81,4.91,$40.70,$29.19,39.43,$51.59
MLM,Martin Marietta,0.096,3,$576.70,4.56,$498.64,$495.52,0.63,$707.94
GPN,Global Payments Inc.,0.095,4,$72.56,2.49,$88.56,$60.93,45.35,$95.88
AEM,Agnico-Eagle Mines Ltd.,0.094,3,$155.15,6.22,$196.90,$134.08,46.85,$254.05
APG,APi Group Corp.,0.094,3,$42.35,5.00,$37.58,$33.40,12.51,$49.99
URBN,Urban Outfitters Inc.,0.094,1,,7.72,$75.21,$59.54,26.32,$85.43
AU,AngloGold Ashanti Ltd.,0.093,3,$80.90,6.81,$104.05,$59.78,74.05,$124.69
NOMD,Nomad Foods Ltd,0.093,1,,7.61,$11.07,$8.86,24.94,$13.49
HKHHF,Heineken Holding NV,0.093,1,,7.61,$77.94,,,
AVTR,Avantor Inc.,0.091,5,$9.90,2.82,$14.79,$7.27,103.44,$15.93
KLAC,KLA Corp.,0.091,3,$301.71,5.78,$177.40,$91.00,94.95,$307.03
MAR,Marriott Int'l.,0.090,4,$370.59,7.02,$329.25,$254.64,29.30,$410.15
MEDP,Medpace Holdings Inc.,0.090,4,$529.59,4.52,$584.72,$373.00,56.76,$677.90
HUM,Humana Inc.,0.090,2,$397.22,5.13,$401.69,$161.90,148.11,$428.88
HUT,Hut 8 Corp,0.090,2,$115.44,4.07,$90.96,$29.75,205.75,$140.80
ARES,Ares Management LP,0.090,2,$111.31,6.45,$130.87,$93.57,39.86,$181.32
GTX,Garrett Motion Inc.,0.090,2,$36.23,7.28,$27.02,$12.09,123.49,$36.14
GWRE,Guidewire Software Inc.,0.089,1,,7.27,$140.51,$102.30,37.35,$259.00
BNY,Bank of New York Mellon Corp.,0.088,10,$144.61,2.21,$162.51,$100.87,61.11,$165.84
KMX,CarMax Inc.,0.088,5,$52.89,3.50,$60.53,$30.26,100.03,$65.28
ECL,Ecolab Inc.,0.088,4,$278.61,4.22,$271.59,$242.49,12.00,$307.61
Q,Qnity Electronics Inc.,0.088,3,$163.31,7.23,$123.71,$72.62,70.35,$177.16
SHOP,Shopify Inc.,0.088,3,$114.18,4.50,$126.36,$94.00,34.43,$182.19
DLTR,Dollar Tree Inc.,0.088,1,,7.25,$118.27,$84.71,39.62,$142.40
YNDX,Yandex N.V.,0.088,1,,7.19,$20.00,$14.09,41.94,$20.36
BL,BlackLine Inc.,0.088,1,,7.19,$29.05,$24.70,17.61,$59.57
GNRC,Generac Holdings Inc.,0.087,6,$292.81,2.91,$181.30,$134.80,34.50,$296.44
JEF,Jefferies Financial Group Inc.,0.087,4,$49.98,3.44,$53.74,$35.00,53.54,$68.96
FLR,Fluor Corp.,0.087,2,$52.39,6.24,$53.39,$39.33,35.75,$58.35
RUSHA,Rush Enterprises Inc.,0.087,2,$48.65,7.03,$48.06,$30.09,59.72,$55.58
XOM,ExxonMobil Holdings Corp.,0.086,11,$136.72,3.65,$165.49,$107.28,54.26,$174.09
STX,Seagate Technology,0.086,3,$965.00,5.90,$870.79,$188.34,362.35,$1144.18
ALLY,Ally Financial Inc.,0.085,4,$45.95,4.78,$41.97,$35.43,18.46,$46.96
TOST,Toast Inc.,0.085,2,$27.82,6.98,$31.87,$22.26,43.17,$42.15
GDS,GDS Holdings Ltd,0.085,2,$30.03,4.92,$31.03,$26.97,15.05,$48.61
CEG,Constellation Energy Corp.,0.085,2,$248.37,3.97,$288.41,$228.28,26.34,$410.41
ABT,Abbott Labs,0.084,7,$90.74,3.98,$103.48,$81.39,27.14,$134.38
RTX,RTX Corp.,0.084,7,$189.73,3.49,$197.04,$149.43,31.86,$226.41
