Symbol,Stock,%▼,"Ownership
count",Hold Price*,Max %,"Current
Price","52 Week
Low","% Above
52 Week
Low","52 Week
High"
ADP,Automatic Data Processing Inc.,0.157,6,$223.95,4.93,$269.51,$185.56,45.24,$286.17
VMC,Vulcan Materials,0.157,6,$295.01,5.62,$246.70,$240.69,2.50,$329.20
MDLN,Medline Inc Cl A,0.157,4,$39.44,6.28,$34.57,$31.49,9.78,$50.88
INTU,Intuit Inc.,0.156,8,$261.00,6.62,$291.04,$251.72,15.62,$697.25
SHW,Sherwin-Williams,0.155,7,$344.32,4.50,$327.54,$289.19,13.26,$375.09
NEM,Newmont Corp.,0.155,4,$93.40,6.25,$126.97,$75.34,68.53,$135.01
SGI,Somnigroup International Inc.,0.155,2,$78.40,8.30,$64.60,$60.08,7.52,$97.86
EXE,Expand Energy Corp.,0.154,1,,12.64,$87.54,$84.48,3.62,$124.43
HD,Home Depot,0.153,10,$352.68,5.61,$305.17,$284.85,7.13,$407.05
GEHC,GE HealthCare Technologies Inc.,0.153,8,$64.01,4.67,$66.27,$58.72,12.86,$89.64
EG,Everest Group Ltd,0.153,4,$357.23,11.28,$372.02,$295.27,25.99,$398.90
DE,Deere & Co.,0.152,7,$634.33,6.56,$698.09,$429.14,62.67,$705.88
CRH,CRH plc,0.152,5,$107.00,5.14,$87.69,$85.47,2.60,$130.09
UHAL.B,U Haul Holding Co Non Voting,0.152,4,$57.70,4.42,$55.27,$39.55,39.75,$66.84
ALK,Alaska Air Group,0.151,2,$52.20,10.58,$41.83,$33.03,26.64,$60.63
WAT,Waters Corp.,0.150,8,$375.04,6.25,$425.94,$282.77,50.63,$431.78
MSI,Motorola Solutions Inc.,0.148,8,$415.29,5.63,$458.48,$356.42,28.63,$493.57
TRU,TransUnion,0.148,3,$72.14,5.94,$72.03,$63.28,13.83,$93.63
INTC,Intel Corp.,0.147,7,$139.63,4.62,$122.96,$28.73,327.98,$142.35
JPM,JPMorgan Chase & Co.,0.146,15,$327.33,3.54,$340.70,$276.43,23.25,$366.50
HEI.A,HEICO Corp. CL A,0.146,4,$257.91,6.38,$230.84,$199.25,15.85,$279.52
UNP,Union Pacific,0.145,11,$272.00,5.95,$274.28,$211.08,29.94,$314.53
SW,Smurfit Westrock Plc,0.143,3,$46.26,7.56,$46.51,$31.79,46.30,$51.52
PPLI,People Inc.,0.143,3,$46.16,7.54,$36.73,$29.56,24.26,$48.32
FBIN,Fortune Brands Innovations Inc.,0.141,5,$54.90,4.83,$40.07,$31.92,25.53,$63.70
RBC,RBC Bearings Inc.,0.141,2,$644.06,10.70,$501.87,$364.50,37.69,$667.69
PGR,Progressive Corp.,0.140,7,$218.45,4.79,$207.22,$187.79,10.35,$239.38
OSK,Oshkosh Corp.,0.140,5,$153.48,6.69,$139.27,$115.83,20.24,$178.55
ET,Energy Transfer LP,0.140,4,$19.12,7.18,$20.55,$15.10,36.09,$21.84
SN,Sharkninja Inc,0.139,5,$152.27,10.67,$169.05,$83.12,103.38,$194.54
SYK,Stryker Corp.,0.139,4,$314.84,6.72,$275.60,$267.00,3.22,$389.48
KOF,Coca-Cola FEMSA S A CV,0.138,3,$106.25,9.34,$112.02,$76.77,45.92,$117.09
EQT,EQT Corp.,0.137,3,$53.17,6.19,$51.32,$47.79,7.39,$67.84
LRCX,Lam Research,0.136,7,$433.33,5.72,$308.39,$124.31,148.08,$438.50
BA,Boeing Co.,0.136,6,$216.47,3.38,$198.07,$176.77,12.05,$254.35
JNJ,Johnson & Johnson,0.135,12,$253.97,3.96,$269.32,$169.51,58.88,$281.07
DB,Deutsche Bank AG,0.135,4,$33.86,10.80,$37.64,$27.13,38.74,$41.62
MAT,Mattel Inc.,0.135,2,$13.88,8.92,$13.20,$12.73,3.69,$22.48
BLDR,Builders FirstSource Inc.,0.134,6,$89.48,5.60,$60.46,$56.56,6.90,$131.50
UAA,Under Armour Inc.,0.134,1,,10.98,$4.73,$4.13,14.53,$8.15
TEL,TE Connectivity plc,0.133,8,$201.61,3.93,$212.95,$189.53,12.36,$250.61
QCOM,QUALCOMM Inc.,0.133,7,$184.79,3.66,$196.29,$120.88,62.38,$257.56
SLB,Schlumberger Ltd.,0.132,8,$46.49,4.36,$52.23,$30.88,69.14,$60.15
DHI,D.R. Horton,0.132,4,$162.88,6.59,$144.14,$130.96,10.06,$174.13
BFAM,Bright Horizons Family Solutions Inc.,0.132,2,$70.88,8.28,$64.96,$57.63,12.72,$111.39
CB,Chubb Limited,0.131,6,$340.74,4.79,$337.48,$262.07,28.77,$364.81
PHM,PulteGroup Inc.,0.131,3,$137.21,8.64,$122.20,$108.02,13.13,$143.57
FISV,Fiserv Inc.,0.130,9,$49.05,2.79,$46.03,$46.03,0.00,$133.37
CBRE,CBRE Group,0.130,7,$134.69,3.67,$140.66,$121.69,15.59,$174.27
RYN,Rayonier Inc.,0.129,1,,10.54,$20.22,$19.01,6.37,$24.53
AIIR,Air Holdings Ltd,0.129,1,,10.61,$7.10,$5.29,34.22,$13.37
TSN,Tyson Foods,0.128,6,$57.25,3.11,$51.98,$48.84,6.43,$68.27
NCLH,Norwegian Cruise Line Hlgs Ltd.,0.128,3,$21.11,4.23,$14.22,$14.07,1.07,$26.09
FLG,Flagstar Financial Inc.,0.127,2,$14.94,9.62,$12.59,$10.54,19.45,$15.43
GEV,Ge Vernova Inc,0.126,10,$1174.86,3.91,$952.01,$529.18,79.90,$1195.94
TDS,Telephone & Data Systems,0.125,2,$37.01,5.17,$37.01,$31.48,17.57,$49.02
HHH,Howard Hughes Holdings Inc.,0.125,1,,10.23,$65.77,$60.09,9.45,$91.07
SE,Sea Ltd,0.124,8,$95.83,5.02,$103.70,$77.05,34.59,$195.48
TDW,Tidewater Inc.,0.124,3,$66.63,9.95,$87.16,$46.65,86.84,$101.58
ZS,Zscaler Inc.,0.124,1,,10.18,$209.74,$114.63,82.97,$336.99
NOW,ServiceNow Inc.,0.123,6,$99.28,4.59,$137.55,$81.24,69.31,$194.73
CI,Cigna Group,0.122,7,$275.68,2.67,$274.73,$234.20,17.31,$308.48
EFX,Equifax Inc.,0.121,9,$158.73,2.27,$159.81,$150.31,6.32,$259.34
FDX,FedEx Corp.,0.120,7,$313.13,3.18,$296.50,$176.88,67.63,$342.73
APD,Air Products & Chemicals,0.118,7,$293.18,3.96,$287.59,$224.64,28.02,$314.87
CSGP,CoStar Group Inc.,0.118,4,$28.32,6.49,$28.80,$25.89,11.24,$89.80
EWBC,East West Bancorp,0.118,1,,9.68,$126.11,$90.34,39.59,$137.47
URI,United Rentals,0.116,6,$1132.89,5.14,$1048.24,$698.94,49.98,$1177.15
ABNB,Airbnb Inc.,0.116,5,$143.10,3.59,$160.88,$110.81,45.19,$193.45
RYAN,Ryan Specialty Holdings Inc,0.116,2,$37.76,9.09,$38.32,$29.07,31.82,$58.44
MRK,Merck & Co.,0.115,10,$128.49,4.43,$151.45,$75.37,100.94,$156.00
MRSH,Marsh,0.115,6,$166.67,3.98,$170.08,$155.72,9.22,$204.56
TECH,Bio-Techne Corp.,0.115,5,$70.65,3.68,$72.56,$43.07,68.47,$72.66
ACHC,Acadia Healthcare Co.,0.114,2,$29.53,6.00,$29.29,$11.43,156.26,$35.83
EVH,Evolent Health Inc.,0.114,1,,9.34,$3.73,$2.10,77.62,$9.63
IDXX,IDEXX Laboratories,0.110,6,$526.44,3.93,$523.00,$500.61,4.47,$769.98
GPC,Genuine Parts,0.110,6,$117.98,6.13,$129.74,$89.11,45.60,$147.43
REGN,Regeneron Pharmaceuticals,0.110,3,$623.54,4.95,$810.74,$538.24,50.63,$859.34
VTRS,Viatris Inc.,0.110,3,$15.88,5.13,$17.14,$9.10,88.35,$18.25
NU,Nu Holdings Ltd,0.108,5,$13.36,4.29,$14.09,$11.20,25.80,$18.98
NBR,Nabors Industries Ltd.,0.108,1,,8.85,$83.62,$36.62,128.35,$112.90
FRPT,Freshpet Inc.,0.108,1,,8.87,$60.57,$46.45,30.40,$86.00
ZBH,Zimmer Biomet Holdings,0.107,7,$86.09,3.36,$93.97,$78.91,19.09,$106.03
DECK,Deckers Outdoor,0.107,2,$99.29,7.52,$79.84,$77.37,3.19,$122.29
LIN,Linde plc,0.106,7,$518.94,4.94,$464.83,$384.00,21.05,$546.40
CFRHF,Compagnie Financiere Richemont SA,0.106,1,,8.67,$203.26,$158.90,27.92,$247.85
MELI,Mercadolibre Inc.,0.105,7,$1697.39,5.10,$1834.20,$1495.00,22.69,$2548.50
DCH,Dauch Corp.,0.105,3,$5.42,3.97,$5.95,$4.92,20.93,$9.25
SYF,Synchrony Financial,0.105,3,$76.05,7.84,$72.91,$62.56,16.54,$87.67
CVX,Chevron Corp.,0.104,11,$165.76,4.67,$203.09,$142.51,42.51,$217.78
WTW,Willis Towers Watson plc,0.104,5,$261.37,3.44,$301.26,$239.74,25.66,$351.51
WEN,Wendy's Co.,0.104,4,$8.29,5.97,$6.80,$6.02,12.96,$9.51
DVN,Devon Energy Corp.,0.103,5,$41.32,4.49,$47.07,$30.69,53.37,$52.00
TFX,Teleflex,0.103,3,$126.76,4.91,$125.01,$99.39,25.78,$144.64
CGNX,Cognex Corp.,0.103,2,$72.42,7.60,$59.15,$34.45,71.70,$72.78
CPRT,Copart Inc.,0.102,6,$28.19,4.41,$28.92,$26.81,7.87,$46.21
AMD,Advanced Micro Devices,0.101,6,$580.91,5.12,$620.91,$154.78,301.16,$620.91
FCNCA,First Citizens Bancshares,0.101,3,$2080.78,5.32,$2073.91,$1617.01,28.26,$2294.10
VST,Vistra Corp.,0.101,3,$158.63,4.70,$141.02,$132.26,6.62,$218.55
CNX,CNX Resources Corp.,0.101,1,,8.25,$33.02,$29.22,13.00,$43.62
UPS,United Parcel Service,0.100,7,$107.50,2.95,$95.85,$76.95,24.56,$116.86
MDT,Medtronic plc,0.100,7,$78.23,2.76,$90.84,$72.65,25.04,$103.76
BCC,Boise Cascade Company,0.100,3,$77.63,7.47,$78.90,$64.38,22.55,$91.16
ABM,ABM Industries,0.099,5,$44.24,7.10,$49.78,$36.45,36.57,$51.29
ORLY,O'Reilly Automotive,0.099,4,$92.09,3.90,$86.39,$82.59,4.60,$108.72
CNQ,Canadian Natural Resources,0.098,3,$39.50,8.04,$47.70,$28.47,67.54,$51.85
ABG,Asbury Automotive Group Inc.,0.098,2,$201.08,7.91,$186.62,$172.01,8.49,$258.75
EWY,iShares MSCI South Korea ETF,0.097,2,$201.90,6.55,$191.65,$76.55,150.36,$220.89
CR,Crane Co,0.097,2,$223.07,7.82,$202.06,$159.16,26.95,$230.22
BMY,Bristol-Myers Squibb,0.096,8,$57.62,2.88,$62.40,$41.13,51.71,$68.64
MGM,MGM Resorts International,0.096,4,$47.81,4.91,$38.62,$29.19,32.31,$51.59
MLM,Martin Marietta,0.096,3,$576.70,4.56,$499.46,$488.74,2.19,$707.94
GPN,Global Payments Inc.,0.095,4,$72.56,2.49,$84.85,$60.75,39.67,$95.61
AEM,Agnico-Eagle Mines Ltd.,0.094,3,$155.15,6.22,$203.23,$134.08,51.57,$254.05
APG,APi Group Corp.,0.094,3,$42.35,5.00,$37.49,$33.40,12.25,$49.99
URBN,Urban Outfitters Inc.,0.094,1,,7.72,$75.43,$59.54,26.69,$85.43
AU,AngloGold Ashanti Ltd.,0.093,3,$80.90,6.81,$104.25,$59.78,74.39,$124.69
NOMD,Nomad Foods Ltd,0.093,1,,7.61,$10.52,$8.86,18.74,$12.99
HKHHF,Heineken Holding NV,0.093,1,,7.61,$77.60,$64.00,21.25,$84.80
AVTR,Avantor Inc.,0.091,5,$9.90,2.82,$14.99,$7.27,106.19,$16.05
KLAC,KLA Corp.,0.091,3,$301.71,5.78,$186.58,$97.57,91.23,$307.03
MAR,Marriott Int'l.,0.090,4,$370.59,7.02,$348.56,$254.64,36.88,$410.15
MEDP,Medpace Holdings Inc.,0.090,4,$529.59,4.52,$627.73,$373.00,68.29,$677.90
HUM,Humana Inc.,0.090,2,$397.22,5.13,$372.19,$161.90,129.89,$428.88
HUT,Hut 8 Corp,0.090,2,$115.44,4.07,$105.83,$31.67,234.16,$140.80
ARES,Ares Management LP,0.090,2,$111.31,6.45,$125.73,$92.59,35.79,$179.43
GTX,Garrett Motion Inc.,0.090,2,$36.23,7.28,$26.08,$12.09,115.72,$36.14
GWRE,Guidewire Software Inc.,0.089,1,,7.27,$150.41,$102.30,47.03,$255.89
BNY,Bank of New York Mellon Corp.,0.088,10,$144.61,2.21,$151.00,$101.34,49.00,$165.84
KMX,CarMax Inc.,0.088,5,$52.89,3.50,$56.38,$30.26,86.32,$65.28
ECL,Ecolab Inc.,0.088,4,$278.61,4.22,$275.93,$241.85,14.09,$306.79
Q,Qnity Electronics Inc.,0.088,3,$163.31,7.23,$124.74,$72.62,71.77,$177.16
SHOP,Shopify Inc.,0.088,3,$114.18,4.50,$148.06,$94.00,57.51,$182.19
DLTR,Dollar Tree Inc.,0.088,1,,7.25,$115.94,$84.71,36.87,$142.40
YNDX,Yandex N.V.,0.088,1,,7.19,$20.00,$14.09,41.94,$20.36
BL,BlackLine Inc.,0.088,1,,7.19,$27.91,$24.70,13.00,$59.57
GNRC,Generac Holdings Inc.,0.087,6,$292.81,2.91,$205.75,$134.80,52.63,$296.44
JEF,Jefferies Financial Group Inc.,0.087,4,$49.98,3.44,$47.63,$35.00,36.09,$68.96
FLR,Fluor Corp.,0.087,2,$52.39,6.24,$54.18,$39.33,37.76,$58.35
RUSHA,Rush Enterprises Inc.,0.087,2,$48.65,7.03,$48.10,$30.09,59.85,$55.58
XOM,ExxonMobil Holdings Corp.,0.086,11,$136.72,3.65,$159.08,$107.28,48.28,$174.09
STX,Seagate Technology,0.086,3,$965.00,5.90,$919.68,$207.94,342.28,$1144.18
ALLY,Ally Financial Inc.,0.085,4,$45.95,4.78,$39.30,$35.43,10.92,$46.96
TOST,Toast Inc.,0.085,2,$27.82,6.98,$29.57,$22.26,32.84,$42.15
GDS,GDS Holdings Ltd,0.085,2,$30.03,4.92,$33.94,$26.97,25.84,$48.61
CEG,Constellation Energy Corp.,0.085,2,$248.37,3.97,$264.32,$228.28,15.79,$410.41
ABT,Abbott Labs,0.084,7,$90.74,3.98,$104.21,$81.39,28.04,$134.38
RTX,RTX Corp.,0.084,7,$189.73,3.49,$191.79,$153.36,25.06,$226.41
